pivot_w,rr,sl_points,max_trades_day,no_new_last_min,wait_open,dt_tol,db_tol,min_bars,max_bars,cooldown,trades,win_rate,profit_factor,total_return,monthly_return,max_dd,score
2,1.4,150.0,3,20,20,0.0015,0.0015,3,20,0,90,0.4777777777777778,1.146470040175489,0.013686646600221675,0.009263867654215163,-0.021621291728750713,2.0690882511244504
2,1.4,140.0,1,20,15,0.001,0.0006,4,24,4,41,0.4146341463414634,0.8448123502173008,-0.0085689803666672,-0.005820712139958495,-0.01537480049144313,1.4109040252576246
2,1.5,120.0,1,30,20,0.0006,0.0015,2,50,2,45,0.4666666666666667,1.1976198511835325,0.010318180953801992,0.006987658855238443,-0.014529131284078511,2.057656259912735
3,1.8,150.0,1,40,10,0.0006,0.0012,5,50,4,42,0.4523809523809524,1.1131141336553774,0.005066671965987091,0.003434125235312502,-0.018790806828516637,1.8693993613944662
3,1.4,120.0,3,30,25,0.0012,0.0008,2,30,4,67,0.5373134328358209,1.478745701513979,0.03253216001630399,0.021953984751396094,-0.013217959743846541,2.661942671819058
3,1.6,180.0,2,20,15,0.0015,0.0012,5,30,0,62,0.45161290322580644,0.9191735273079606,-0.005667441231866577,-0.0038479576907076707,-0.015403319862638876,1.5905567102604463
2,1.5,120.0,1,20,20,0.0015,0.0006,2,30,6,46,0.45652173913043476,1.1256144250712563,0.0068532318703902195,0.004643703828782764,-0.01586331242339023,1.9253913936968052
3,1.8,160.0,2,40,20,0.0012,0.001,4,24,0,58,0.4482758620689655,0.9981346689840904,-0.0003466207140992994,-0.00023513935363916882,-0.015112461948923017,1.729646116953484
3,1.6,150.0,3,30,20,0.0006,0.0015,5,60,6,57,0.3684210526315789,0.7670944271951113,-0.01559299127210656,-0.010604039444943814,-0.019713857914885446,1.2700261777438038
2,1.6,130.0,3,40,20,0.0008,0.0012,5,40,0,56,0.4107142857142857,0.8753748934432876,-0.008573559388289742,-0.005823826880091754,-0.021083500181339088,1.4599707240361626
2,1.8,180.0,1,40,30,0.001,0.0012,2,60,0,46,0.45652173913043476,1.1636300796613175,0.007256790746754005,0.00491683508639662,-0.015449903930339848,1.98708037660111
2,1.4,150.0,2,20,20,0.0006,0.0008,5,20,4,41,0.3902439024390244,0.8470387143448447,-0.007161710812706001,-0.004863678948561101,-0.01603797676775398,1.4179207793222544
3,1.4,140.0,2,30,25,0.0006,0.0015,5,60,4,56,0.4107142857142857,0.8669315471954121,-0.008788640600052355,-0.005970134543913597,-0.019166875363719416,1.4576349922594927
2,1.6,180.0,3,40,30,0.0012,0.0015,5,24,4,57,0.40350877192982454,0.7415190005766297,-0.016033665779731088,-0.010904502604764166,-0.018759510632049947,1.2349854162345315
3,1.4,120.0,2,30,30,0.0008,0.0006,3,60,2,53,0.4716981132075472,1.0604138095338362,0.003462182494706312,0.0023472266356230342,-0.018232436979307765,1.8125039055098922
2,1.8,180.0,1,20,15,0.0008,0.0012,2,20,4,46,0.45652173913043476,1.1015304217951676,0.004709450564393425,0.003192187903382493,-0.01516280326064412,1.8818563163559465
2,1.8,140.0,3,30,15,0.0006,0.001,5,24,6,43,0.3488372093023256,0.7301333535715379,-0.015066306310431932,-0.010244988904837049,-0.017389283874535866,1.1964044158713951
3,1.5,180.0,2,30,20,0.001,0.0015,4,60,6,64,0.40625,0.8870217280418901,-0.008422112954731276,-0.005720812505921824,-0.019858111027943326,1.5056174258478003
2,1.4,180.0,3,50,20,0.0008,0.0015,3,60,4,68,0.4264705882352941,0.9136799651338199,-0.00642991959008099,-0.004366186628529278,-0.021319788339484558,1.557671724635588
3,1.6,140.0,2,20,10,0.0006,0.001,5,30,6,55,0.4,0.8407878393277863,-0.010982077429779635,-0.007462790011466436,-0.02386608387049982,1.3757829356769489
3,1.4,150.0,1,40,15,0.0006,0.0008,2,30,2,38,0.5,1.2140644415878918,0.008137052253095689,0.005512479674185,-0.015110456819413365,2.0495337588588374
2,1.8,160.0,3,50,25,0.0008,0.0006,2,40,0,60,0.4666666666666667,0.979883741853741,-0.0014522377543177978,-0.0009853393015412104,-0.01786274358942208,1.6847664368317492
2,1.4,150.0,3,20,10,0.0012,0.001,2,24,6,84,0.42857142857142855,0.8652264681986754,-0.013839899768576136,-0.009409164912160262,-0.03273778099606339,1.4161396970243507
2,1.4,180.0,2,50,10,0.0008,0.0008,4,60,2,58,0.39655172413793105,0.6767140238234021,-0.02295120039216736,-0.015626744349921617,-0.03388322207457539,1.0117577484882778
2,1.8,140.0,1,40,10,0.0012,0.0012,2,30,0,48,0.3958333333333333,0.8669754095017966,-0.009182925430639144,-0.006238370882833744,-0.026888996242218854,1.389222169736712
2,1.5,140.0,1,40,10,0.0006,0.0008,3,40,0,45,0.4,0.8493099396157231,-0.0090475884816128,-0.006146295787536671,-0.028086128264634636,1.3487777735354836
3,1.6,120.0,1,40,25,0.0006,0.0006,3,50,4,37,0.43243243243243246,0.9363106517647565,-0.0031399663582698523,-0.0021310378189682844,-0.01902339795641761,1.5457772873568827
3,1.5,140.0,1,30,20,0.0008,0.0006,4,24,2,39,0.46153846153846156,0.9779257275177009,-0.0011226449627896873,-0.0007616710899730483,-0.014085409113817171,1.6537827678738637
3,1.6,130.0,2,30,20,0.0012,0.001,4,50,6,63,0.47619047619047616,1.257735309795164,0.017309039830836648,0.011708952351375146,-0.014710855940326839,2.2295094478617865
3,1.6,130.0,2,20,20,0.001,0.0008,2,20,0,63,0.5079365079365079,1.3071703410978703,0.019685978636955204,0.013311844205713408,-0.01082810904419429,2.3397816110273473
3,1.6,120.0,3,20,25,0.0012,0.0006,3,50,0,69,0.4927536231884058,1.2653899111140214,0.01956710849302179,0.01323171253520572,-0.013543630296825149,2.275176785171727
3,1.8,140.0,1,30,30,0.0008,0.001,4,40,2,42,0.38095238095238093,0.7193464281128767,-0.01607472717938352,-0.01093250152238634,-0.025101157149512332,1.1259526870931504
3,1.8,150.0,2,50,20,0.0015,0.0012,3,24,4,64,0.40625,0.902999971105732,-0.008353966623758202,-0.005674460793079317,-0.028579829198479234,1.477625295123088
3,1.8,140.0,2,20,30,0.0012,0.0015,4,60,6,64,0.390625,0.8279466248077038,-0.013916219292918863,-0.009461168646716978,-0.028225742006217636,1.336876136000514
3,1.8,120.0,3,40,15,0.0006,0.0006,3,60,0,49,0.42857142857142855,0.9690796430140065,-0.0021300663259035124,-0.001445401879822228,-0.018972375683583453,1.6307219953809313
3,1.4,160.0,1,30,25,0.0015,0.0008,4,30,0,44,0.5,1.078891472791242,0.003916192674100261,0.0026548347376789128,-0.015392510211856947,1.8372208258171523
2,1.8,140.0,3,50,30,0.0006,0.0012,5,40,4,41,0.3170731707317073,0.5476778856811212,-0.026531365919432393,-0.018074959212117436,-0.027964494440567478,0.7916301881813375
3,1.5,120.0,1,20,15,0.0012,0.0006,2,60,6,41,0.5121951219512195,1.2051280098506718,0.009527613375916344,0.006453086810408459,-0.011189904811743978,2.0746772803888116
2,1.8,160.0,2,30,10,0.0008,0.0008,4,20,0,63,0.3333333333333333,0.605439680850054,-0.03504090888166089,-0.02390567275580291,-0.038184209111327805,0.8253088845606908
2,1.4,120.0,2,40,30,0.001,0.0006,3,50,2,66,0.5,1.1670595606988206,0.012266991204957778,0.008304846026706336,-0.022121408785878538,2.02929965654661
2,1.4,150.0,3,50,20,0.0006,0.0006,2,50,4,56,0.44642857142857145,1.12902516488972,0.007211546544654501,0.004886215269967353,-0.015288932697738233,1.9608938733078893
2,1.8,180.0,3,50,30,0.0006,0.0015,3,50,2,55,0.43636363636363634,1.1723217631075689,0.008493682248180923,0.005753752074022511,-0.015139876692943144,2.0311734010958746
3,1.5,180.0,2,30,10,0.0006,0.001,5,24,4,52,0.46153846153846156,1.0542793172001932,0.0025318221284249542,0.001716734376349116,-0.020730585229875143,1.7807693394318318
3,1.5,130.0,3,50,20,0.0012,0.0008,2,24,6,58,0.5172413793103449,1.4411354087472144,0.025440522158350687,0.01718746038386132,-0.012764049310614922,2.5476185003280225
2,1.5,180.0,3,40,25,0.001,0.0015,2,20,2,73,0.4657534246575342,0.9965761061500165,-0.0004341999512378347,-0.00029455520178844896,-0.019966211092467545,1.7352104510559117
2,1.6,140.0,2,50,15,0.0006,0.0015,3,24,4,59,0.4406779661016949,1.15923565568024,0.010367177268594485,0.007020785130203988,-0.0188115278829033,2.009650597264572
2,1.5,120.0,2,20,30,0.0006,0.0015,5,50,0,49,0.3469387755102041,0.694406285305887,-0.02048750208266359,-0.013943676194746235,-0.026664591136804194,1.0725724715800353
2,1.8,130.0,1,40,30,0.0015,0.0008,2,30,4,46,0.4782608695652174,1.3158743930774965,0.01713154426005903,0.011589209666790667,-0.016943653952047444,2.2598633432382855
3,1.4,160.0,1,20,10,0.001,0.0006,4,50,4,44,0.4318181818181818,0.7475807287448515,-0.014419021646299268,-0.009803807972866618,-0.024573492037757716,1.185499677107798
2,1.4,160.0,3,50,15,0.0012,0.0006,3,40,0,69,0.5072463768115942,1.1699921400496598,0.011533708620866001,0.007809321273418046,-0.014767655336555552,2.0813568482425007
3,1.8,120.0,1,20,10,0.001,0.0012,4,60,0,49,0.4489795918367347,1.0494645786352728,0.0029700909269387843,0.002013766471847367,-0.022451613538158277,1.7580973184987385
2,1.5,160.0,3,40,15,0.0006,0.0015,4,30,4,59,0.3898305084745763,0.8792384716040055,-0.008469228200535972,-0.005752859912444341,-0.028644107207245195,1.4284701848629822
2,1.5,180.0,1,50,15,0.001,0.0008,5,60,2,37,0.43243243243243246,0.8509443672580758,-0.006204111839935966,-0.0042126999468662385,-0.014886542723876572,1.4258956949689243
3,1.6,120.0,3,50,25,0.0006,0.0006,2,24,2,46,0.43478260869565216,0.9420296262096355,-0.003560168556422827,-0.0024163850685138266,-0.017264444964927628,1.5851266889767768
2,1.4,180.0,3,50,30,0.001,0.0008,2,30,4,65,0.47692307692307695,1.082354261534006,0.004751307684390582,0.003220538139553142,-0.017355606077958163,1.887662060949685
2,1.5,180.0,3,40,25,0.001,0.0012,5,30,2,57,0.42105263157894735,0.6933574581989641,-0.019270609903247915,-0.013112862401003289,-0.020094397026637068,1.1370669059305976
2,1.6,140.0,2,40,15,0.0006,0.0006,5,40,2,35,0.4,0.8156416136187555,-0.007942122083182457,-0.005394354531094048,-0.013561506945934276,1.366438542503775
2,1.8,120.0,1,30,15,0.0015,0.0015,3,24,6,47,0.48936170212765956,1.3169309386694708,0.018275985322269594,0.012361158529661687,-0.01862960062993324,2.2600080724619005
2,1.6,160.0,3,50,25,0.0015,0.001,4,40,0,67,0.417910447761194,0.7822481220259933,-0.017968181263111616,-0.0122240172351461,-0.03552322139246922,1.2099407168030056
2,1.8,180.0,1,30,10,0.001,0.0015,5,24,6,43,0.3488372093023256,0.8086883511249766,-0.010302180254869509,-0.006999999484066377,-0.021147192972877482,1.3176493729776688
3,1.4,160.0,2,30,15,0.0012,0.0008,2,50,4,58,0.5172413793103449,1.3112661696967585,0.01669165257276184,0.011292419418989175,-0.009977021321872281,2.3223764819658173
3,1.8,140.0,1,50,30,0.001,0.0008,3,60,6,39,0.46153846153846156,1.0997120330585592,0.004610521047535787,0.003125180465284094,-0.01679849545700629,1.8512785205680737
3,1.8,140.0,3,50,10,0.0008,0.0008,3,40,4,58,0.43103448275862066,0.9147252490365635,-0.006624003771219855,-0.0044981190431163665,-0.02723361509319533,1.4977012306507422
3,1.6,130.0,2,50,10,0.0006,0.001,3,30,2,60,0.38333333333333336,0.7556793699550167,-0.020243767126689627,-0.013777243450152632,-0.034834747415321665,1.144292622839374
2,1.4,180.0,1,50,25,0.0015,0.0008,3,50,4,46,0.45652173913043476,0.9357704507303897,-0.0035155008761978968,-0.002386050690897923,-0.01642441177575904,1.5810207999138468
3,1.6,180.0,2,40,30,0.0012,0.0012,3,50,6,55,0.45454545454545453,0.9747610963237437,-0.0016389104064804538,-0.001112029602794773,-0.017769828438311763,1.6641264370333868
3,1.4,150.0,1,20,30,0.0015,0.001,4,50,6,45,0.4888888888888889,1.0129900086975434,0.0005292531702176806,0.0003589823544436488,-0.01780236088751186,1.7080427065567931
3,1.5,130.0,2,20,20,0.0015,0.0015,3,24,2,75,0.4666666666666667,1.1200809776540193,0.009805164979821424,0.0066407791151039675,-0.023756982405153337,1.9582058049709405
3,1.6,120.0,2,20,20,0.0012,0.0012,4,50,4,68,0.5,1.3216723891941538,0.023286093506230454,0.015737299814719607,-0.012760547119563537,2.3818436995916064
2,1.8,160.0,2,40,30,0.001,0.001,4,50,0,56,0.42857142857142855,0.8412056281477756,-0.010469432668293144,-0.00711383490732953,-0.023084013895331656,1.386393679591037
2,1.6,150.0,3,40,30,0.001,0.001,3,40,6,71,0.4507042253521127,1.0611224953527407,0.004483546235093616,0.0030391741360316082,-0.026456522233661572,1.8147580027153944
2,1.6,180.0,2,40,15,0.0006,0.0012,5,30,2,45,0.35555555555555557,0.6257730710325545,-0.01915538588647292,-0.01303421222531298,-0.021654911547221323,0.9969564394629999
2,1.6,160.0,1,20,15,0.001,0.0006,5,50,0,37,0.43243243243243246,0.8956669730865401,-0.004467522829197712,-0.0030326753711973353,-0.013599516126765687,1.5101419598996373
2,1.6,140.0,2,30,30,0.001,0.0006,5,30,4,47,0.44680851063829785,0.8734681551566496,-0.007234370988338457,-0.004913081821917409,-0.0238967285019851,1.4250172071477243
3,1.6,180.0,2,40,25,0.0015,0.001,2,30,0,60,0.4166666666666667,0.7722382223338984,-0.017070861687117134,-0.011611860210839264,-0.028603223525355936,1.2238431106619976
3,1.5,150.0,2,20,15,0.0012,0.0006,3,30,6,57,0.49122807017543857,1.2491227175757273,0.01335193981089855,0.009037801690066072,-0.013420425684557369,2.1879639357767755
2,1.4,130.0,3,40,15,0.001,0.0015,5,50,4,67,0.43283582089552236,0.989264034361826,-0.0010375237282627126,-0.000703909987745388,-0.02191658497906024,1.6942652617664145
2,1.6,120.0,1,30,15,0.001,0.0006,5,40,0,37,0.43243243243243246,0.9166808259317278,-0.003979441402206185,-0.0027011398019631816,-0.01409528734799137,1.541340396393938
2,1.8,150.0,2,30,15,0.0006,0.0015,3,60,2,61,0.4098360655737705,0.8559440198247966,-0.010653694465248664,-0.007239254431280151,-0.025755444495013435,1.4039693273168732
3,1.5,120.0,3,40,20,0.0012,0.0012,3,60,4,73,0.4931506849315068,1.3150276363914146,0.026070154626028907,0.0176110851604645,-0.017888660429097647,2.368598173296252
3,1.8,130.0,2,20,30,0.0008,0.0015,2,60,2,64,0.375,0.7743562000976644,-0.019489952201922178,-0.013262590360323623,-0.02974209691659746,1.2169809957643227
3,1.5,130.0,3,50,25,0.001,0.0012,5,50,6,63,0.47619047619047616,1.1809649363762458,0.012631602112396667,0.008551193364883192,-0.012301675305072868,2.103546899652997
3,1.5,120.0,3,50,20,0.0015,0.001,4,30,0,76,0.5,1.28696072373042,0.025071359888551914,0.01693904437939886,-0.02298582229059576,2.298038506887246
2,1.8,120.0,3,40,25,0.0015,0.0008,2,20,6,83,0.4457831325301205,1.1878068125183876,0.019333215196751796,0.013074033719146616,-0.026505521321460446,2.1147693606019913
2,1.6,160.0,2,30,25,0.0012,0.0015,4,40,0,69,0.4057971014492754,0.7952582745642347,-0.01707386910901365,-0.011613911592556425,-0.029536783948640455,1.2752554154140578
2,1.8,130.0,2,20,20,0.001,0.0008,3,40,2,69,0.5217391304347826,1.462417665393985,0.034057581074281806,0.02297789278267448,-0.017857702641494777,2.6228034245034046
3,1.6,150.0,2,30,15,0.0012,0.0015,5,30,0,67,0.47761194029850745,1.235362278306202,0.015213276219416816,0.010294671767133723,-0.01358560798456998,2.2013871436889527
3,1.4,150.0,3,50,20,0.0015,0.0012,3,40,0,77,0.4935064935064935,1.2206186274188533,0.01749662961574061,0.011835497525999328,-0.01751813500242483,2.1930031113217257
3,1.4,160.0,1,30,25,0.0008,0.0008,4,30,6,40,0.5,1.0882646429112275,0.0037343666502722694,0.002531646489346784,-0.012696496551703795,1.8564711569713928
3,1.8,180.0,1,50,15,0.001,0.0012,5,40,2,42,0.5,1.20208220463588,0.008480864420294054,0.005745080850194428,-0.012526071965708985,2.0589275219611216
2,1.4,120.0,3,40,15,0.0006,0.0008,2,24,0,70,0.4857142857142857,1.1397955045029209,0.011069354582909696,0.007495468550603013,-0.01678871468227372,2.023924717065563
3,1.4,120.0,2,40,25,0.0006,0.0008,4,50,0,53,0.4716981132075472,1.1007776191942396,0.006136809243152186,0.004158737598030315,-0.016930999891772158,1.8953503302249688
3,1.4,150.0,2,40,30,0.0008,0.0015,5,20,4,54,0.42592592592592593,0.8046290968771519,-0.012624726153555477,-0.008581326120737254,-0.023570996817409484,1.3118670554453729
3,1.8,180.0,3,50,10,0.001,0.0008,5,40,4,54,0.5185185185185185,1.418539815957791,0.021752138423573708,0.014704185623765298,-0.01303919690917954,2.4822080274717315
2,1.8,180.0,1,20,10,0.0006,0.0015,3,30,0,46,0.3695652173913043,0.9895747290950164,-0.0007036847174157757,-0.00047739061408957895,-0.02288792676259155,1.6382154081542586
2,1.8,130.0,2,40,25,0.0012,0.0006,2,30,2,67,0.4925373134328358,1.239241072167312,0.01836865998718462,0.012423657265628885,-0.017857702641495,2.198604650527029
2,1.5,150.0,1,30,20,0.0012,0.001,2,60,2,46,0.5,1.293704679250213,0.014319122515162208,0.009690985792414342,-0.012619742122022548,2.2373664524824988
3,1.5,160.0,2,50,10,0.001,0.0008,4,30,6,61,0.47540983606557374,1.0691532613702104,0.004623148441186942,0.003133733433248631,-0.01942626438238204,1.8447421732270124
2,1.6,160.0,3,20,25,0.0006,0.0006,4,60,0,48,0.3958333333333333,0.6713315422097907,-0.018248923616420942,-0.012415578370587932,-0.019850062729024676,1.0885723099758344
3,1.8,180.0,1,20,15,0.0008,0.0006,5,40,0,35,0.42857142857142855,0.929792543562873,-0.0027280467058083957,-0.0018513525594340274,-0.01511405459963977,1.5566936672709986
2,1.5,150.0,1,20,30,0.0006,0.0008,5,24,4,32,0.34375,0.8051158438691681,-0.007377998133078489,-0.005010739750961113,-0.01300893691328775,1.3495342263163368
2,1.6,180.0,3,30,20,0.0015,0.0015,2,40,0,78,0.44871794871794873,0.9380030676630526,-0.005272460174352567,-0.00357955362543938,-0.02300356858092556,1.6153467610055106
2,1.8,130.0,2,30,10,0.0015,0.0008,2,60,2,76,0.40789473684210525,0.8275427878027538,-0.018857249622307393,-0.012830722700722275,-0.04565154805344229,1.2347591117776986
3,1.4,140.0,1,30,30,0.0006,0.001,5,20,6,38,0.42105263157894735,0.8879408935396471,-0.004980110580934838,-0.0033809134681195285,-0.013616142751245786,1.4981671760570396
3,1.8,160.0,3,50,25,0.0006,0.0006,5,20,2,38,0.4473684210526316,0.809848905925938,-0.007901488252840982,-0.0053667204259576495,-0.015292275260681776,1.355085943917155
2,1.4,150.0,3,40,15,0.0006,0.0012,2,50,2,70,0.4714285714285714,1.0708894743429198,0.004956602669730303,0.0033595809375801533,-0.01705057653820985,1.8859073997857618
2,1.4,140.0,2,50,10,0.001,0.0008,3,30,4,73,0.410958904109589,0.8086258920565805,-0.018668233289651837,-0.012701722049519582,-0.036314413749615526,1.2559385791910207
2,1.6,120.0,1,50,15,0.0015,0.0015,2,60,2,47,0.48936170212765956,1.2011484206145444,0.011505875085728423,0.007790510142923646,-0.01862960062993313,2.049769108285607
3,1.5,160.0,1,50,20,0.0006,0.0006,4,30,4,36,0.4166666666666667,0.9091707678991175,-0.003850425718207595,-0.0026135129770143983,-0.018423589410966335,1.502306511566763
3,1.4,160.0,3,30,20,0.0012,0.001,2,60,4,68,0.4852941176470588,1.0976089578559747,0.006862304565299793,0.004649844674264658,-0.01828944031895907,1.9238755522643247
3,1.5,150.0,2,30,30,0.001,0.0012,5,60,2,59,0.4915254237288136,1.2368542286318216,0.013834617130730198,0.009363801506517389,-0.0145368590154894,2.170470600906935
2,1.6,150.0,2,20,25,0.0008,0.0006,2,40,4,61,0.4262295081967213,0.9767066287180988,-0.0017509868011361673,-0.0011880968541519987,-0.01720675698741958,1.6848146263194146
3,1.5,140.0,2,50,20,0.001,0.0012,2,24,2,63,0.5079365079365079,1.3588688360845718,0.022834386538116425,0.015433128293155907,-0.012714721757905778,2.4229799499246707
3,1.8,120.0,3,50,15,0.0012,0.0012,4,20,4,70,0.5,1.393209976947829,0.032162650823076566,0.021705885990614293,-0.01666977491302013,2.518443403868537
3,1.8,150.0,3,50,30,0.0006,0.0008,4,24,6,43,0.3488372093023256,0.6656844200991657,-0.018007064047090293,-0.012250547379593857,-0.024862356302383093,1.038848113297699
3,1.5,130.0,1,30,25,0.0008,0.001,4,50,4,42,0.47619047619047616,1.0363267598595154,0.0016501291361774584,0.0011190496011226347,-0.016775308384345156,1.747790686292183
3,1.6,120.0,3,40,25,0.0006,0.0015,5,24,4,60,0.4,0.8318584641485721,-0.013753851908278603,-0.009350533891683721,-0.02160359635116238,1.373361846982414
3,1.6,130.0,3,50,10,0.0006,0.0008,3,30,2,57,0.42105263157894735,0.878732444179286,-0.009174537444551434,-0.006232664085553452,-0.02925755764545357,1.4151920077117799
2,1.4,150.0,1,50,30,0.0015,0.0006,5,60,0,39,0.46153846153846156,0.940019647480082,-0.002729434912271844,-0.0018522950616289835,-0.018393422062368048,1.5623505783528828
2,1.5,130.0,2,50,10,0.0015,0.0006,3,50,2,73,0.410958904109589,0.7341516144032971,-0.027650905569269857,-0.018841125092281974,-0.034556168954420596,1.1056614071401663
2,1.6,150.0,3,40,25,0.001,0.0008,2,40,4,72,0.4722222222222222,1.1644743022918567,0.01240374490341889,0.00839724624934357,-0.020590467359214992,2.0503466192772435
3,1.8,140.0,2,30,10,0.0012,0.0006,5,30,0,56,0.39285714285714285,0.8275157560322424,-0.012455390906346842,-0.008465992260247912,-0.01449765372739864,1.4065597736019884
3,1.4,130.0,1,20,30,0.001,0.0015,3,50,0,46,0.45652173913043476,0.9824746024453638,-0.0011228239083628244,-0.0007617925195499975,-0.01909616160028771,1.6480405939099194
2,1.6,130.0,1,50,25,0.001,0.001,5,40,6,38,0.39473684210526316,0.8759750953483102,-0.006092440755284589,-0.004136798707511824,-0.017161226926996953,1.452900891800389
2,1.5,160.0,3,50,30,0.0015,0.0012,3,60,0,74,0.4864864864864865,1.0174484774070918,0.0011741662877589043,0.0007963320996764445,-0.01792260260965506,1.790007757250119
2,1.6,130.0,1,50,15,0.0012,0.0006,5,20,4,37,0.4594594594594595,0.9942882871914823,-0.00038625835830896627,-0.00026203027162696735,-0.013967858699397762,1.6780290364178212
3,1.8,160.0,3,20,10,0.0006,0.0008,3,24,0,59,0.3898305084745763,0.7415878546530508,-0.019154153946468244,-0.013033371337707655,-0.033260033135266376,1.1360546124663167
2,1.4,180.0,2,40,30,0.0006,0.0006,3,24,0,53,0.4528301886792453,0.9422109386856713,-0.002823158204157905,-0.0019159280770594256,-0.012878788943203157,1.6332162497528127
2,1.5,120.0,2,20,20,0.0015,0.0015,4,50,0,73,0.4520547945205479,1.0500136590363416,0.004262654070577909,0.002889544598591476,-0.030314539030840137,1.778749611158203
2,1.4,140.0,2,20,15,0.0006,0.0006,3,24,4,59,0.4406779661016949,0.9450762487098507,-0.0036831187903840767,-0.0024998843618069255,-0.01728171385621602,1.6214250150330245
2,1.5,150.0,2,30,20,0.0008,0.0008,5,20,0,47,0.425531914893617,0.8771148438344664,-0.006527133376799998,-0.004432268513228976,-0.017684733143600972,1.4716057187842617
3,1.5,160.0,3,50,25,0.001,0.001,4,40,4,60,0.45,1.0361756939056095,0.0022504906656899415,0.001526042907983971,-0.01420272421897062,1.8112555388084621
2,1.6,140.0,3,50,15,0.0012,0.0015,2,20,4,79,0.45569620253164556,1.0919722810852843,0.008276871733599034,0.005607075610326362,-0.02386704911541737,1.9171127318180332
2,1.5,120.0,3,50,25,0.0015,0.0008,5,60,0,60,0.45,1.0002710202882308,-0.0001896055346184422,-0.00012862069395647158,-0.023777971129145703,1.68670973810582
3,1.6,180.0,3,50,25,0.0012,0.0015,3,40,6,61,0.4098360655737705,0.8467058516773944,-0.011353154648600317,-0.007715416992690627,-0.024419134603522963,1.3943206339534289
2,1.5,140.0,2,50,20,0.0006,0.0015,3,40,4,61,0.4262295081967213,1.082721640862276,0.005346132643418322,0.0036233778447742893,-0.01923955689663359,1.8701321426718067
2,1.5,160.0,1,50,20,0.0008,0.0008,3,50,0,44,0.4772727272727273,1.154870464832099,0.007249405708983581,0.004911837161283961,-0.01066072762982817,1.9976360287594512
2,1.6,150.0,2,40,30,0.0015,0.0008,2,60,6,67,0.43283582089552236,0.9477131165812162,-0.004343599661856601,-0.0029484940191878417,-0.02270346434414383,1.6092609366534585
3,1.4,180.0,2,30,15,0.0006,0.0015,3,40,2,59,0.3559322033898305,0.650357031802848,-0.023075660382863683,-0.015711805021273673,-0.030251394231919138,0.9958327421425677
3,1.8,140.0,3,40,15,0.001,0.001,2,40,4,62,0.43548387096774194,1.0687287452157364,0.004881090614045069,0.0033084389703461614,-0.01816520854506032,1.8555693783160119
3,1.4,120.0,3,20,20,0.0006,0.0012,3,30,0,74,0.40540540540540543,0.8358536525388904,-0.015818068842150868,-0.01075749768700418,-0.029848270578703984,1.3536308738400782
2,1.5,140.0,1,50,25,0.0006,0.0008,2,30,0,41,0.4878048780487805,1.3581580694287214,0.015258495105579417,0.010325196657808622,-0.011155723343549862,2.3354043373442517
2,1.6,130.0,3,20,30,0.0012,0.0006,5,24,0,55,0.41818181818181815,0.8599447974247001,-0.00905970182816096,-0.006154536812911671,-0.027406650333877236,1.3937409996304932
3,1.8,120.0,2,30,15,0.0006,0.0008,3,20,0,52,0.4423076923076923,1.073947173308566,0.004549386927729326,0.0030837717346043902,-0.018329415621975542,1.8356144401078307
3,1.6,150.0,2,30,20,0.001,0.001,2,50,2,63,0.47619047619047616,1.1744404460485263,0.011473525143516738,0.00776864641613817,-0.012311241125411265,2.087442393649427
2,1.6,120.0,2,50,15,0.0012,0.0006,3,24,2,66,0.5,1.2194570004522478,0.016493279645714676,0.011158565799730624,-0.021494970210512276,2.134484205813143
2,1.6,120.0,3,30,20,0.0015,0.001,3,60,0,89,0.4606741573033708,1.1951661745710818,0.019718571285975983,0.013333814743749617,-0.024534396026551608,2.15471340364731
3,1.6,130.0,1,50,15,0.0008,0.001,4,30,4,40,0.475,1.1258517662332999,0.005944961951416916,0.0040288520235827185,-0.016775308384345156,1.9003566152325406
2,1.8,180.0,3,50,25,0.0012,0.0015,3,30,0,71,0.43661971830985913,1.018886828127294,0.0011994606654635032,0.000813483709895424,-0.018617213111768227,1.780634833199495
2,1.4,120.0,1,50,30,0.0008,0.0012,5,60,0,36,0.3611111111111111,0.591496374115749,-0.020485365895009156,-0.013942217455783168,-0.024013889183283177,0.901623486427659
2,1.8,160.0,2,40,15,0.0015,0.0012,5,50,0,60,0.4,0.7354193522343484,-0.01956395552128587,-0.01331310911203687,-0.026543774486141758,1.1673615085383768
2,1.6,150.0,3,30,25,0.001,0.0015,3,50,6,77,0.44155844155844154,1.0123512142947653,0.000830447860019401,0.0005632497093643885,-0.02343492426709559,1.7549232735144895
2,1.6,150.0,1,50,10,0.0012,0.0008,3,24,0,47,0.425531914893617,0.8627196267349174,-0.009089055881198127,-0.006174507274672725,-0.024943851060655886,1.3925202755410588
3,1.8,180.0,1,40,15,0.0015,0.001,3,60,0,43,0.4418604651162791,0.9478177428362183,-0.0030486314330655517,-0.002069020012465672,-0.018497104163152422,1.5816918291756874
3,1.5,150.0,3,50,10,0.001,0.001,3,60,6,70,0.45714285714285713,1.0662518870434659,0.005194859272502406,0.0035209366237791695,-0.021283628140446598,1.8548435547127526
2,1.6,120.0,1,50,25,0.0008,0.0008,2,40,4,44,0.4772727272727273,1.1777507211426363,0.009492944365012024,0.006429640971455264,-0.013090902644714464,2.02951779361731
