pivot_w,rr,sl_points,max_trades_day,no_new_last_min,wait_open,dt_tol,db_tol,min_bars,max_bars,cooldown,trades,win_rate,profit_factor,total_return,monthly_return,max_dd,score
3,1.4,130.0,1,50,15,0.0008,0.0015,4,30,6,44,0.4318181818181818,0.8948149863781499,-0.006121262536626149,-0.004156388197502303,-0.019616043040655007,1.4812751157432764
3,1.4,160.0,2,40,10,0.001,0.0008,5,60,6,56,0.5,1.1561980739591753,0.008845281064107091,0.005991593844189458,-0.01339674338959529,2.021849401354707
2,1.4,160.0,2,40,25,0.0006,0.0006,3,30,6,54,0.4444444444444444,1.1042282276017963,0.005458222594795448,0.003699281142439892,-0.01335019428225237,1.9208354248486994
2,1.5,120.0,1,20,20,0.0012,0.0006,4,20,0,42,0.4523809523809524,1.0145533798447706,0.000629276014219915,0.00042681908292263593,-0.01586376884602525,1.7150620093543854
3,1.4,130.0,3,40,30,0.0008,0.0006,3,24,2,52,0.46153846153846156,1.039144179653556,0.0021488359404950863,0.001457135293025047,-0.018835920953119256,1.767357826105819
2,1.5,130.0,3,50,20,0.0015,0.0008,5,20,2,59,0.4406779661016949,0.9448411395428402,-0.00411181917364889,-0.0027910539353726005,-0.021808923364922905,1.591579737641742
3,1.8,130.0,1,40,20,0.0006,0.001,5,40,2,37,0.4594594594594595,1.253570845217285,0.01035876842362482,0.0070150999697566885,-0.01442014224595578,2.122456214108246
3,1.5,160.0,2,20,25,0.001,0.0012,3,24,2,67,0.47761194029850745,1.0749566210237886,0.005000378807663575,0.003389228588561277,-0.012643566571839182,1.911187360813138
2,1.5,160.0,3,40,20,0.0006,0.0012,3,30,6,65,0.4153846153846154,0.9362443560579927,-0.004689735332566447,-0.003183633383850082,-0.015932731631498442,1.6258010772271976
2,1.6,140.0,1,20,30,0.0008,0.001,3,40,2,46,0.4782608695652174,1.1598774230952758,0.007911944872646126,0.0053601726917451575,-0.014587801037932113,1.990170709949282
3,1.6,150.0,2,30,20,0.0008,0.001,4,40,6,57,0.38596491228070173,0.8386785527639835,-0.010998088508842097,-0.0074736896215513715,-0.01945672574776247,1.4039879576869894
3,1.6,160.0,3,20,15,0.0008,0.0008,4,20,4,52,0.4230769230769231,0.8732026144701803,-0.0073321009268987325,-0.004979531882258081,-0.016718984181515628,1.479653761558112
2,1.6,150.0,3,20,25,0.001,0.0006,2,24,4,69,0.4492753623188406,1.0704524916007143,0.004987165668677296,0.00338027995500223,-0.020590467359215214,1.861678172885798
2,1.6,180.0,1,50,25,0.0012,0.0008,4,50,0,41,0.3902439024390244,0.84684337042746,-0.008046342541841445,-0.005465234059889412,-0.02018996946325513,1.387903366382544
3,1.8,180.0,1,20,20,0.001,0.0015,2,24,2,46,0.43478260869565216,1.0598890755863215,0.003034435740537633,0.0020573719813954394,-0.018625796806038264,1.7895378083944162
2,1.8,140.0,1,50,10,0.001,0.0008,3,60,2,47,0.3829787234042553,0.8664304612456647,-0.009212144468764616,-0.006258250284571942,-0.026917693131128795,1.3855735308051487
2,1.8,150.0,1,30,15,0.0015,0.0006,5,60,6,42,0.42857142857142855,0.9022822976410138,-0.0050238873112601334,-0.0034106568554084227,-0.01569215433103721,1.51698526563203
3,1.8,180.0,1,50,20,0.001,0.0008,5,50,6,37,0.5675675675675675,1.5743922876030387,0.019558862708555447,0.01322615384981285,-0.008866627077987355,2.6866978997351367
3,1.5,130.0,3,40,20,0.0006,0.0008,5,40,0,46,0.45652173913043476,1.060732552335076,0.0029970930329072942,0.002032065501313074,-0.01097692994006838,1.836493772872708
2,1.8,150.0,3,40,30,0.0008,0.001,3,24,4,65,0.4153846153846154,0.8902860081621283,-0.008445388431941647,-0.005736644234762278,-0.029319173027431145,1.4561208202005074
3,1.4,130.0,3,30,15,0.0012,0.0008,3,50,0,72,0.5138888888888888,1.3889212787968088,0.02747831252716515,0.018558209316674068,-0.013753734564404319,2.5093251853421803
3,1.8,140.0,1,20,10,0.0008,0.0008,2,50,2,45,0.4444444444444444,1.0012998814609064,-0.00010883069738865103,-7.382536582734023e-05,-0.022236149625113333,1.660442321514061
2,1.6,150.0,3,30,25,0.0015,0.0008,3,40,2,76,0.4868421052631579,1.0805591574055327,0.0065329411925161285,0.004426903961214812,-0.021679310116393125,1.8961781070996586
3,1.8,120.0,3,30,25,0.0015,0.001,5,24,2,69,0.4927536231884058,1.4761234944980066,0.03579809715672866,0.024145585747405995,-0.020041652662821985,2.639600011749326
3,1.6,150.0,3,50,20,0.0015,0.0008,3,30,2,59,0.5084745762711864,1.2916133366490934,0.01796645603617053,0.012152402250971361,-0.01757683018879841,2.2566782418486206
2,1.8,140.0,2,20,30,0.0008,0.0006,5,60,6,42,0.40476190476190477,0.663005282044473,-0.01827122923474378,-0.012430799093918976,-0.022251122398247114,1.046554795925875
2,1.6,140.0,2,40,25,0.001,0.001,4,40,0,63,0.42857142857142855,0.9625503193293271,-0.0031146983091754343,-0.002113880245578015,-0.023237633871447394,1.624988633800682
2,1.6,180.0,1,50,15,0.001,0.001,2,20,2,46,0.45652173913043476,1.0325916303162161,0.0014869369584729064,0.001008405825814851,-0.015162803260644009,1.760977872516979
2,1.8,130.0,2,30,20,0.001,0.0012,2,30,2,71,0.49295774647887325,1.2983189794196535,0.02348997697137656,0.015874577204497697,-0.018034469252927066,2.3237682712479
3,1.4,130.0,1,20,15,0.0008,0.0012,4,50,2,44,0.4772727272727273,1.0244698830029,0.0010767997147678177,0.0007303084783252256,-0.016775308384344934,1.7318954420248822
3,1.4,180.0,3,50,30,0.001,0.001,2,30,6,55,0.43636363636363634,0.8701276959230706,-0.008169125078952066,-0.005548740588278922,-0.018927002592437736,1.464739603623748
2,1.5,160.0,1,30,10,0.0008,0.0008,2,30,2,47,0.40425531914893614,0.832799619813493,-0.010343952221554265,-0.007028429761643196,-0.02356723090462398,1.34906860619935
2,1.6,160.0,2,50,15,0.0006,0.001,5,60,4,37,0.2972972972972973,0.663900993708089,-0.015827882931609194,-0.010764189205495933,-0.019517476080186724,1.0651331204370456
3,1.8,130.0,2,30,20,0.001,0.001,2,60,2,64,0.46875,1.2899881190164837,0.020857113291002705,0.014101158391791824,-0.013196438359288964,2.3086128155033263
3,1.5,160.0,3,50,15,0.0012,0.0006,2,60,6,53,0.4528301886792453,1.0591071304852002,0.0031829624138550727,0.0021580228319706407,-0.012714289301200887,1.84213914257636
3,1.8,160.0,1,20,25,0.0006,0.0015,2,50,2,45,0.3333333333333333,0.6614517815130343,-0.01974719811371284,-0.013438205901937006,-0.03443110114556813,0.9705854181806466
2,1.4,130.0,2,50,20,0.0006,0.0015,2,40,0,64,0.46875,1.1460842352809744,0.010221327115653045,0.006922174718701379,-0.016362677591638675,2.0163276851212406
2,1.5,130.0,1,20,10,0.001,0.001,5,24,0,40,0.35,0.6608338363139318,-0.018550829036713457,-0.012621599531606353,-0.026206231441631367,1.0130405695682587
2,1.4,120.0,3,30,25,0.0015,0.0008,3,20,6,87,0.47126436781609193,1.0988035793821704,0.0096855906094937,0.006559919829585814,-0.02834027833227204,1.92814305771631
3,1.8,160.0,2,50,20,0.0015,0.0012,4,60,4,61,0.39344262295081966,0.8499507924280969,-0.01230455109716222,-0.008363260958424767,-0.025563171271711482,1.3871410733444782
2,1.8,150.0,3,30,30,0.001,0.0006,3,50,6,66,0.42424242424242425,0.9373317135435412,-0.004667781612322397,-0.0031687188441067438,-0.026872937782221107,1.5644101928691312
2,1.6,150.0,3,50,20,0.0008,0.0008,5,20,0,43,0.4418604651162791,0.8328156304055744,-0.008420994197416598,-0.005720051542260296,-0.016134134679977596,1.3941582251904134
3,1.4,160.0,3,40,25,0.0006,0.0012,2,24,0,59,0.423728813559322,0.872826761354123,-0.008558549206456934,-0.005813616677890487,-0.024328783245404773,1.444258509135632
2,1.4,130.0,3,40,10,0.0012,0.0008,5,50,0,62,0.41935483870967744,0.8011389125086474,-0.014947223790057196,-0.010163816786140867,-0.02796357856461873,1.287616363086132
2,1.8,180.0,3,20,30,0.0015,0.0015,4,50,6,64,0.375,0.7979075630346363,-0.01411454170750892,-0.009596310582022372,-0.027539998743047023,1.2948508674374932
3,1.6,180.0,1,20,25,0.001,0.0006,4,30,4,40,0.475,0.9731927171746844,-0.0012915557606383299,-0.000876294344630435,-0.01316257366087692,1.6538032790397217
2,1.6,180.0,3,30,30,0.0015,0.0008,3,60,6,63,0.4126984126984127,0.7984500428917582,-0.01402697440359757,-0.009536638916874729,-0.021734014983372796,1.3284778631024026
2,1.8,140.0,1,30,10,0.0008,0.0012,5,60,2,41,0.36585365853658536,0.7700791072244458,-0.01232726822915542,-0.008378732416952195,-0.022462726030729407,1.2358124453166748
2,1.8,150.0,2,20,10,0.001,0.0015,3,40,6,75,0.38666666666666666,0.8891989681094757,-0.01060576749725095,-0.007206631767108229,-0.03723812370345159,1.4202166558066383
2,1.8,140.0,2,30,30,0.0015,0.0006,5,24,4,52,0.4807692307692308,1.0150816141936607,0.0007136312038291681,0.00048402811921111066,-0.026110424948533106,1.6798320965529814
3,1.8,150.0,3,20,10,0.0008,0.0012,5,20,4,58,0.4482758620689655,1.0846059276005093,0.005156418079502512,0.003494903738715749,-0.020472892813739874,1.8570307644280508
3,1.6,180.0,2,50,20,0.0012,0.001,3,60,6,54,0.46296296296296297,1.069684173808242,0.004010054111333039,0.002718423629494593,-0.01626402719964981,1.843689486550421
3,1.4,180.0,1,30,10,0.0008,0.0012,3,30,2,47,0.425531914893617,0.8547740723917839,-0.007869852029054547,-0.005345205631893224,-0.02393272388176859,1.3933031202419184
3,1.4,150.0,1,50,20,0.0012,0.0015,4,20,2,45,0.4888888888888889,1.0961067116835137,0.004746025034394696,0.0032169601700655637,-0.015746007706006204,1.8679197026497578
2,1.4,180.0,2,30,20,0.0012,0.001,3,50,2,69,0.4492753623188406,0.9736554397310352,-0.001926046778271795,-0.0013069171229853627,-0.01801906773385309,1.6944134162095512
3,1.6,180.0,1,40,20,0.0012,0.0008,3,24,0,40,0.5,1.202734046093254,0.008909183869379111,0.006034818533261932,-0.013162573660876808,2.0534041754407157
3,1.5,180.0,3,30,10,0.0015,0.001,4,60,6,72,0.4305555555555556,0.880123239538379,-0.010351590290524348,-0.0070336283237857344,-0.03374876048500686,1.4214232698072413
3,1.4,150.0,2,20,20,0.0008,0.001,5,24,0,54,0.5,1.2804293068771035,0.013925954995644085,0.00942548539826471,-0.01236476573742451,2.2368592490772263
3,1.6,140.0,2,40,10,0.0012,0.0008,4,60,2,64,0.453125,0.9948681301161132,-0.0006359307444362416,-0.000431420565697338,-0.01870765648446071,1.7166048917418266
2,1.4,180.0,3,30,25,0.0015,0.0006,5,60,6,54,0.48148148148148145,0.9744039637387788,-0.001451865647661199,-0.0009850867691879595,-0.018668619034857836,1.6567135372455175
2,1.8,140.0,3,30,30,0.001,0.001,4,60,6,63,0.3968253968253968,0.7797179134484318,-0.017415625077335295,-0.0118470386774715,-0.034144795121558325,1.2074317900235256
3,1.8,130.0,3,40,10,0.0006,0.0012,2,24,4,71,0.39436619718309857,0.8485883777353885,-0.014853016583374568,-0.010099603060720996,-0.034953812112483496,1.3398628694424137
3,1.6,120.0,1,50,30,0.0015,0.0012,5,20,4,43,0.5116279069767442,1.2801330327699647,0.013691716456662117,0.00926729172635632,-0.014568865187938984,2.194424691838164
2,1.5,120.0,1,30,10,0.0008,0.001,2,40,4,48,0.3958333333333333,0.8270873921782943,-0.011944631980753129,-0.008118154015041346,-0.025120178904070034,1.3249647827226902
2,1.8,150.0,1,20,20,0.0008,0.0015,4,20,6,46,0.32608695652173914,0.7447583795437558,-0.0165856156837626,-0.011280897244311916,-0.027113417053025057,1.159209889042988
3,1.6,140.0,3,20,30,0.0008,0.0006,4,24,4,52,0.4423076923076923,0.9099348426892528,-0.005528122012576686,-0.0037532812747571587,-0.01737572693453393,1.5406216522286185
3,1.6,160.0,2,20,30,0.0015,0.0006,2,40,6,59,0.423728813559322,0.7908252498557525,-0.014084537400316233,-0.00957586432292934,-0.023314073166905258,1.2972465211987625
2,1.6,180.0,1,20,15,0.0006,0.001,5,60,0,34,0.29411764705882354,0.6503530260004448,-0.013535381910481648,-0.009201680883240915,-0.02314025023487465,1.0280745905254918
3,1.6,120.0,3,40,20,0.0015,0.001,4,24,4,72,0.5,1.3650853509227316,0.03037068224007733,0.020502302889949142,-0.02391738459161219,2.4281421419540177
3,1.5,180.0,1,20,30,0.0015,0.0012,3,20,0,46,0.43478260869565216,0.7827648676558133,-0.011799662610869288,-0.008019437172305133,-0.018903870661520217,1.2915685801361576
2,1.6,120.0,3,30,15,0.0008,0.0012,4,20,0,70,0.44285714285714284,0.9925926202355992,-0.0008946496246334812,-0.0006069628177649555,-0.023327080939659073,1.6990707421733249
2,1.4,150.0,1,50,20,0.0008,0.0006,3,30,0,42,0.47619047619047616,1.1671919044432177,0.0073009208650445245,0.004946700500644052,-0.012465703330634903,2.0005672406861694
2,1.5,160.0,1,30,30,0.0006,0.0015,2,24,4,44,0.45454545454545453,1.1606655072145908,0.006726478045969486,0.0045579087539378005,-0.013902210225380185,1.9840482695011072
3,1.4,150.0,2,50,30,0.0015,0.0015,4,20,2,67,0.4626865671641791,0.9740742691819474,-0.002260026695841688,-0.001533621362832971,-0.026378782873968665,1.6380697356264453
2,1.6,150.0,1,30,25,0.0006,0.0015,3,60,6,45,0.4444444444444444,1.1063216915625083,0.005140581438342284,0.0034841788624195846,-0.01563967897706542,1.8860178943807266
3,1.8,160.0,3,20,20,0.0006,0.0008,4,60,6,47,0.3829787234042553,0.8367647657435353,-0.00874632486423288,-0.005941348719537443,-0.022094095036947925,1.3725517886373158
3,1.5,180.0,2,20,20,0.0015,0.0006,2,24,0,60,0.43333333333333335,0.7792604074525641,-0.01524586459927113,-0.010367390055587622,-0.02547724749327618,1.263088005774488
2,1.4,180.0,3,40,20,0.0006,0.001,5,60,6,40,0.4,0.8442952028657742,-0.006231184004630963,-0.004231100923229203,-0.01255811373326332,1.4372453145132478
3,1.8,160.0,3,20,10,0.0015,0.0006,4,40,6,68,0.35294117647058826,0.6308987719251272,-0.03370590478498925,-0.0229898414316545,-0.04735292191902907,0.8283118949202803
2,1.4,120.0,2,30,15,0.001,0.0012,3,40,6,71,0.4647887323943662,1.0985479257963975,0.008209469357726373,0.005561474545546341,-0.02977619645232321,1.8711565063450275
3,1.6,140.0,2,20,30,0.0015,0.0006,3,24,2,62,0.5,1.272573553986523,0.017018783349586508,0.011513135014467712,-0.017157965407430975,2.2330176186509405
2,1.8,120.0,1,40,15,0.001,0.0015,3,60,4,47,0.46808510638297873,1.2785464278237235,0.016072649765496827,0.010874714834596233,-0.01605686945783069,2.2059761436653713
3,1.4,150.0,2,50,15,0.0012,0.001,5,24,2,55,0.5636363636363636,1.5339088320177063,0.026723189272949588,0.018050366896464,-0.012109340569319005,2.6901101397823575
2,1.6,140.0,3,20,30,0.0008,0.0006,3,20,6,64,0.453125,1.0540225999106518,0.003626127125719858,0.002458310138061748,-0.023223900122185226,1.8013569802373604
2,1.6,160.0,1,30,25,0.0008,0.001,4,60,4,43,0.32558139534883723,0.6800640384706454,-0.018458973223974273,-0.012558914693169276,-0.02601787817494272,1.0510174711109574
3,1.6,140.0,3,20,25,0.0012,0.0008,3,20,2,63,0.5238095238095238,1.4643914275866239,0.027332429406158543,0.01846010802019671,-0.012314040961912576,2.607883759770034
3,1.6,130.0,2,50,10,0.0008,0.0012,3,30,2,65,0.4153846153846154,0.8264078658474495,-0.015292266420945833,-0.010399022379560363,-0.030027428201334083,1.3187550505266867
2,1.5,180.0,2,20,20,0.0006,0.0008,5,20,4,39,0.38461538461538464,0.7970834370565935,-0.008165933205168119,-0.005546569697583048,-0.012429743399484994,1.3541741376073158
3,1.4,150.0,1,40,30,0.0012,0.0012,3,40,2,43,0.46511627906976744,1.0104126122244677,0.0003718846594329417,0.0002522486702525306,-0.015250116990607188,1.7136362057550785
2,1.5,180.0,1,50,25,0.0015,0.001,5,40,4,40,0.4,0.7037833080015614,-0.014570952692574468,-0.009907353854207712,-0.02213176964728103,1.1236255132849942
2,1.4,160.0,2,30,15,0.0006,0.0006,4,30,4,46,0.3695652173913043,0.7982143173925882,-0.011143138314148482,-0.007572435479065831,-0.020045204663955762,1.3114707642726209
2,1.4,160.0,1,30,15,0.0012,0.0015,4,30,6,46,0.391304347826087,0.8230052861457362,-0.010306070100926323,-0.007002646922793843,-0.025029790963017606,1.3233080080581479
3,1.6,130.0,2,50,15,0.0008,0.0008,4,20,6,49,0.46938775510204084,1.15419582853614,0.008510216869323406,0.005764937645475365,-0.013871578727827738,1.9966837716010466
2,1.5,130.0,2,20,25,0.001,0.0006,3,24,2,69,0.4927536231884058,1.1404758567684232,0.01047960872561049,0.007096797778817665,-0.021109873133279722,1.9933289285834976
2,1.4,120.0,1,40,25,0.0012,0.0015,5,20,0,43,0.37209302325581395,0.6954462417512934,-0.017813796221256673,-0.012118681983735557,-0.02661769929551172,1.0740137109839853
3,1.5,130.0,2,40,10,0.001,0.0015,5,20,4,65,0.4461538461538462,0.9801763989781893,-0.0018711793568042534,-0.0012696756693243438,-0.01609135575099707,1.7060590586067068
2,1.6,140.0,2,20,30,0.0006,0.0008,3,60,6,57,0.47368421052631576,1.2869878078159773,0.01651415829207492,0.011172654218453593,-0.016281827526176462,2.244671980314536
2,1.4,120.0,2,30,25,0.0012,0.0008,4,20,2,66,0.45454545454545453,0.9834836968064433,-0.001608874640845026,-0.0010916445267518116,-0.032169668700510634,1.6184743767925867
3,1.8,150.0,1,50,30,0.0006,0.0015,3,50,4,42,0.30952380952380953,0.5670360719932092,-0.024851147889260572,-0.016925620264897523,-0.03487286062835537,0.7909119821005013
3,1.5,120.0,2,40,10,0.0012,0.001,2,50,2,69,0.463768115942029,1.065656070602232,0.005497884579637846,0.0037261381651043646,-0.020938946161248362,1.8551595342566927
2,1.5,160.0,1,50,20,0.0006,0.0015,2,24,2,43,0.4418604651162791,1.1972216727139775,0.008608065444996704,0.0058311304092131255,-0.012084537714589172,2.057474326057136
3,1.4,150.0,1,40,10,0.0008,0.0006,5,50,0,36,0.4444444444444444,0.8689622919310179,-0.005428432681683915,-0.0036855385484770853,-0.015961631874253257,1.4481893382631907
2,1.6,150.0,2,20,15,0.0006,0.0015,3,60,6,63,0.42857142857142855,1.0434011623936688,0.002733296160810861,0.0018532864811215966,-0.018551530632346047,1.8061188516453996
3,1.4,130.0,1,50,25,0.0012,0.001,5,60,2,40,0.525,1.2965490989094042,0.01253372554973664,0.00848506640987634,-0.011275445452786248,2.2250515069263996
2,1.4,130.0,2,30,15,0.0006,0.0015,2,40,6,64,0.453125,1.08899489764323,0.006125036694162755,0.004150767507562714,-0.0196320142050056,1.888906401295313
2,1.8,130.0,3,20,15,0.0012,0.0006,3,50,2,77,0.4675324675324675,1.1836902403046186,0.015423321552405111,0.01043645861701803,-0.021039414471209716,2.1052905425658137
3,1.8,120.0,1,20,30,0.0006,0.0012,4,50,4,43,0.3953488372093023,0.8092447372307706,-0.011418548216152513,-0.007759939673238292,-0.026009698041175477,1.2832294002131965
2,1.4,130.0,1,30,20,0.0012,0.0008,5,30,0,40,0.425,0.8422883339732806,-0.007832322050213891,-0.005319682967805384,-0.01631565924175693,1.4029810817669364
2,1.8,120.0,3,20,15,0.0015,0.0015,4,24,0,87,0.4482758620689655,1.1425373202366256,0.015050296181408296,0.010184648890348758,-0.030370005433028036,2.01056313887956
3,1.5,120.0,3,50,10,0.0008,0.0015,2,40,6,75,0.4,0.8384902999193533,-0.017377009365846408,-0.011820695860615071,-0.04174885824027996,1.2801767335524294
3,1.5,120.0,3,20,25,0.0008,0.0008,4,24,2,59,0.4915254237288136,1.2407808526453283,0.014727964915009162,0.009967036102232152,-0.016036960448972515,2.1721858050920146
3,1.5,130.0,2,30,15,0.0008,0.0012,2,50,6,60,0.4166666666666667,0.8905021647070769,-0.007947122561263398,-0.005397755262901871,-0.01752675990560615,1.5174106455237633
3,1.5,160.0,3,20,25,0.0008,0.0015,3,30,4,66,0.36363636363636365,0.6636076784495779,-0.027747306038058195,-0.01890711078603391,-0.030331423834495608,1.007166088379122
3,1.6,140.0,1,40,25,0.0012,0.0015,3,20,2,45,0.4666666666666667,1.0869600842450322,0.004611262110679304,0.0031256824137908534,-0.016802560962528523,1.847130219902704
3,1.5,130.0,2,20,20,0.0008,0.0012,2,50,2,63,0.4444444444444444,0.9614859146083014,-0.0028929706231591856,-0.0019633281610603737,-0.015945503367178926,1.6683492264208954
3,1.8,130.0,3,50,10,0.001,0.0015,4,20,2,77,0.4155844155844156,0.9115533306171905,-0.00969425828098569,-0.006586287428979376,-0.027983921811595147,1.5192361656243798
2,1.4,140.0,2,20,20,0.0008,0.0006,4,24,2,57,0.42105263157894735,0.7892834249842882,-0.014961786945191236,-0.010173743532565838,-0.022769806273743365,1.2884163515734455
2,1.8,160.0,1,30,15,0.0006,0.0012,2,30,0,44,0.4090909090909091,1.0127731491110594,0.0004698759988257528,0.0003187109914246644,-0.017615531701884124,1.7060162213866814
2,1.6,160.0,2,30,20,0.0006,0.0008,3,60,6,57,0.42105263157894735,1.0626496626279731,0.0034636138915435932,0.0023481965284122275,-0.012905577093270226,1.857826603609636
3,1.8,160.0,1,20,10,0.0008,0.0012,4,60,2,48,0.3958333333333333,0.8729815342576458,-0.007951835327864143,-0.005400960332549221,-0.027744899133951617,1.3997952239223652
2,1.6,180.0,2,50,30,0.0006,0.001,3,30,0,51,0.47058823529411764,1.1500983780335614,0.006588008351997354,0.004464179659812606,-0.010209715516717344,2.007102711228539
2,1.6,160.0,2,50,15,0.0006,0.0008,5,24,2,35,0.34285714285714286,0.7229909045186069,-0.012202820014723725,-0.008293978606680241,-0.015906003273272074,1.1901985082848359
3,1.5,180.0,1,40,30,0.001,0.0012,5,30,4,41,0.5121951219512195,1.0467214489850334,0.0017511656919497742,0.0011875491569690588,-0.013705998765471628,1.7798465741404728
3,1.6,180.0,1,50,10,0.001,0.0006,3,60,0,41,0.3902439024390244,0.7846965854559016,-0.011639702057242407,-0.00791051749367122,-0.025351834074668678,1.2441497337864704
3,1.4,140.0,3,20,20,0.0012,0.0012,4,40,6,74,0.47297297297297297,1.1337054335143293,0.00993049741483909,0.006725528847256079,-0.017033674831183343,2.0171603320624425
3,1.6,180.0,3,20,25,0.0012,0.0012,5,30,0,60,0.4666666666666667,0.9918927417951842,-0.0006884918757360525,-0.0004670824130418305,-0.012958507857288137,1.7363514062447125
2,1.4,150.0,1,20,15,0.0008,0.0015,4,40,2,46,0.3695652173913043,0.7325192553907847,-0.01636725073795753,-0.011131978153434141,-0.02637801552809138,1.1464549646901554
2,1.8,140.0,1,20,30,0.0008,0.0012,2,24,2,46,0.43478260869565216,0.9692550355957514,-0.0018215106061419961,-0.001235963399461859,-0.01924189660893283,1.6235434665443351
3,1.5,160.0,2,20,10,0.0015,0.0012,4,20,0,77,0.44155844155844154,0.88003395228131,-0.011156040319453941,-0.007581219029674124,-0.030512330609845373,1.4488271925254996
3,1.5,180.0,1,30,20,0.0008,0.0006,5,30,6,34,0.4411764705882353,0.928501302126208,-0.00263934222552753,-0.0017911288427879812,-0.01207880530347527,1.5709500906261564
3,1.6,160.0,2,50,20,0.0015,0.0006,4,60,4,56,0.42857142857142855,0.9216142222497008,-0.005306573227215394,-0.0036027333390036276,-0.021921371341740437,1.5420712386120794
2,1.6,180.0,1,30,20,0.0012,0.0008,4,40,2,43,0.4186046511627907,0.9484540625016771,-0.002762684111114244,-0.0018748692382857257,-0.018039938966740166,1.5869425060457887
2,1.5,180.0,1,20,25,0.0008,0.0006,3,40,4,45,0.4666666666666667,1.0251681024617094,0.0009586266626169238,0.0006501733478398997,-0.013755512859184194,1.7529204633201783
2,1.6,180.0,1,50,10,0.001,0.0008,3,40,0,47,0.3829787234042553,0.8472793132964959,-0.009422583403653984,-0.006401429634611211,-0.023982778680813888,1.3733108607829707
3,1.4,180.0,1,30,10,0.0015,0.0015,2,60,6,49,0.40816326530612246,0.769418095237319,-0.014720904597997131,-0.010009555922937619,-0.02853009393531858,1.205370131860566
2,1.8,160.0,3,20,20,0.0012,0.0008,4,20,2,66,0.45454545454545453,0.9463889653245625,-0.004085201426387353,-0.0027729742190634177,-0.02274251572501218,1.6059445598842634
2,1.5,120.0,3,40,10,0.001,0.0006,4,30,0,75,0.38666666666666666,0.7655215369632348,-0.02475093138145512,-0.016857088148357957,-0.03440894160426233,1.1744719506324144
2,1.6,140.0,1,50,30,0.001,0.0015,4,40,2,43,0.37209302325581395,0.8270952189111515,-0.010320367354214155,-0.007012377697063088,-0.02387842128650608,1.328773279071186
3,1.4,140.0,1,30,10,0.0008,0.0008,4,30,0,44,0.45454545454545453,0.8965031355434384,-0.005932576952241253,-0.004028146340695704,-0.020141747229653784,1.4816790492116692
3,1.4,160.0,3,40,25,0.0006,0.0012,2,24,4,58,0.41379310344827586,0.8241724849732043,-0.01174509278391489,-0.00798227907412008,-0.027464416481475906,1.3326139959779904
2,1.4,160.0,3,20,20,0.0012,0.0012,2,40,4,78,0.44871794871794873,0.9850890444122486,-0.0014950479822065654,-0.0010143929145062236,-0.024973724916036333,1.6946760738061053
3,1.4,130.0,2,20,30,0.0012,0.001,5,60,2,60,0.5,1.336551490017385,0.01977478091245044,0.013371704834831855,-0.01674000221497407,2.3413608604148877
3,1.8,160.0,3,50,10,0.0012,0.0015,2,30,6,73,0.3561643835616438,0.765941722652943,-0.023790942616415234,-0.016200723591072164,-0.03889744327882827,1.1484221355778674
2,1.5,130.0,2,40,10,0.001,0.0012,5,20,2,59,0.3728813559322034,0.7202935825997308,-0.022338048701423974,-0.015207744130168344,-0.027596309547284537,1.120700563574542
2,1.4,120.0,3,50,30,0.0015,0.0006,4,30,4,67,0.43283582089552236,0.8662091218663908,-0.012051141181027458,-0.008190684387349156,-0.03357695916192294,1.3798264527292552
2,1.5,180.0,2,50,10,0.0008,0.0006,3,24,0,60,0.4166666666666667,0.7802223440131026,-0.014421127175055615,-0.00980524292316498,-0.018488174714174854,1.3109625243492848
3,1.6,130.0,3,50,30,0.001,0.0008,3,30,2,55,0.5272727272727272,1.4463438890472617,0.02555899014597962,0.017267173549796233,-0.01277352752608285,2.5485120568127657
2,1.6,120.0,3,50,30,0.0008,0.0015,2,40,6,72,0.4722222222222222,1.1787781804382091,0.014747956471558465,0.00998053347981731,-0.027280978459488625,2.0443256677389203
2,1.8,120.0,1,30,10,0.0012,0.0015,5,24,6,44,0.3409090909090909,0.7030945736805657,-0.019347704282667855,-0.01316548752108826,-0.026180252074787247,1.0822364479034188
2,1.8,160.0,3,40,15,0.0006,0.001,5,20,6,41,0.34146341463414637,0.7207897663985868,-0.013487395373362965,-0.009168987011460183,-0.018942286868643854,1.1766790322943357
3,1.8,120.0,1,40,25,0.0008,0.0015,3,50,2,44,0.4318181818181818,1.0560311262053124,0.0030518379358730474,0.002069165032082987,-0.019694187781369443,1.7724348828764156
2,1.5,120.0,2,50,25,0.0015,0.0012,4,24,2,66,0.45454545454545453,1.0115902664772354,0.0007517012054645278,0.0005098463914743334,-0.029857995933747716,1.6873161952451614
3,1.6,130.0,1,30,15,0.0015,0.0012,3,50,4,45,0.5111111111111111,1.2977783021579183,0.015399209556440807,0.010420182781627929,-0.016597894118839607,2.2229415507768633
2,1.5,140.0,3,20,25,0.0015,0.0012,5,20,4,68,0.45588235294117646,0.9648824161777843,-0.0030045421449091947,-0.0020390833677634834,-0.024961039890089576,1.631244717984031
3,1.4,150.0,3,40,30,0.0015,0.0012,3,30,2,73,0.4657534246575342,1.0399897174360282,0.003055720050695765,0.002071795839274637,-0.02637504343966668,1.7808086822302391
