ema_fast,ema_slow,atr_len,rr,atr_sl_mult,range_lookback,range_atr_factor,min_atr_pct,is_trades,is_monthly,is_mdd,is_pf,oos_trades,oos_monthly,oos_mdd,oos_pf,oos_win_rate,score
56,180,14,1.38,1.18,31,1.45,0.234,1,0.003193016873793475,0.0,,5,-0.0034922060284234835,-0.00824153131317884,0.7910169134248942,0.4,1.1295791227874576
44,171,13,1.66,1.92,17,0.87,0.165,6,-0.009000272403256848,-0.01327328785614068,0.3016051546946363,8,-0.01573366252056041,-0.011902003844978859,0.5055516731198022,0.25,0.7129573243204359
60,122,15,2.8,1.48,30,2.04,0.328,1,-0.0025830921956908615,-0.0026699759301472836,0.0,1,-0.005349182232701755,-0.0026781774335336017,0.0,0.0,0.20051118493425749
80,242,19,2.23,1.29,24,1.02,0.295,1,-0.0026226319351766447,-0.002710843802480767,0.0,2,-0.010852514849727157,-0.0054410599917806834,0.0,0.0,0.15972812733351255
32,239,24,1.27,1.85,18,2.03,0.13,8,-0.004668882170176358,-0.01374995242357513,0.6524911052893654,8,-0.03145502970912406,-0.015853176456441576,0.15968505377797063,0.125,0.24176917920101432
48,256,12,3.11,1.81,16,1.26,0.329,0,0.0,0.0,,1,-0.005270954109973358,-0.0026389591075723917,0.0,0.0,0.20113784403286075
30,243,24,1.21,1.57,33,1.55,0.339,0,0.0,0.0,,0,0.0,0.0,,0.0,0.24
67,147,14,3.18,0.69,39,1.52,0.322,1,-0.002792270444939904,-0.0028861798204538047,0.0,0,0.0,0.0,,0.0,0.24
86,175,17,2.56,1.39,40,2.03,0.289,2,-0.005213616895106354,-0.005388740445612661,0.0,1,-0.005422264653723641,-0.002714817443738249,0.0,0.0,0.19992573516853276
59,211,10,1.51,0.82,20,1.97,0.259,3,0.0043034412136997435,-0.002622069358189427,2.698953550194523,6,-0.020574899522689982,-0.013870255130463471,0.25659740722014834,0.16666666666666666,0.4053496199749843
61,219,15,1.58,1.83,38,1.96,0.089,16,-0.0235890666112325,-0.031727649371660505,0.316067453649237,6,-0.0059571567626267585,-0.007899286634486025,0.720628526558205,0.3333333333333333,1.0161465677868355
72,277,16,1.52,1.75,21,1.86,0.128,11,-0.022865357474030845,-0.024519260145265842,0.1321245275444719,9,-0.02281932798964459,-0.01509982778576402,0.3901757891100308,0.2222222222222222,0.5478424748211119
85,132,23,1.85,1.38,38,1.33,0.053,27,-0.026987810672230106,-0.040072747620337634,0.5170711433530356,12,0.0034475121821209154,-0.006821223438780333,1.0916303530293179,0.4166666666666667,1.4458578769750288
54,189,28,2.72,1.36,39,1.98,0.168,3,-0.008140101618404061,-0.0084131082860881,0.0,8,-0.00671236562336297,-0.009971608013037647,0.8016495750977017,0.25,1.001364000147075
98,164,13,1.55,1.68,11,1.22,0.262,2,-0.005182205445906862,-0.005356276740049015,0.0,4,0.004302699708694346,-0.005346908164916786,1.404929812768048,0.5,1.751712717063215
41,264,19,2.15,0.68,25,2.02,0.342,0,0.0,0.0,,0,0.0,0.0,,0.0,0.24
48,283,12,2.39,1.14,36,0.83,0.147,10,-0.018890206810128318,-0.02518226702579074,0.2280591217796621,10,-0.02040373596210998,-0.016183489847407584,0.5324405227812827,0.2,0.6482028889306589
98,287,28,1.71,0.6,36,2.12,0.081,22,-0.010298789264038488,-0.0278489097697604,0.7452000659759641,14,-0.026385664183565916,-0.01712729141937719,0.5384016345796703,0.2857142857142857,0.7033984148125503
58,134,20,1.64,0.72,21,1.12,0.089,18,-0.020257224096177362,-0.02890723585518762,0.45338916978383403,19,-0.04278394070435754,-0.027696202193994712,0.461377810846751,0.2631578947368421,0.49025651743082
86,200,21,1.26,1.62,23,2.0,0.339,0,0.0,0.0,,0,0.0,0.0,,0.0,0.24
38,250,10,1.84,1.61,32,1.8,0.219,5,-0.006015703997158228,-0.010651503805329421,0.41905956141286677,4,-0.021214250716380056,-0.010663985653195818,0.0,0.0,0.08316444524224656
99,155,17,1.52,0.89,36,1.89,0.281,2,0.006974782695996717,0.0,,2,-0.011256398632704112,-0.005644127403425125,0.0,0.0,0.1564880529084492
65,169,29,1.24,1.72,31,2.09,0.235,1,0.0028620340629363916,0.0,,3,0.006477956543329055,-0.002690397866258021,2.2046307274381323,0.6666666666666666,2.5514265585270914
65,134,23,2.4,1.45,27,1.4,0.11,14,-0.02931680630722866,-0.035879673180926,0.15891940449152459,11,-0.008431743516489898,-0.015757451143984524,0.8086534334698976,0.2727272727272727,0.9819846484065671
79,182,30,1.74,1.72,18,2.18,0.095,23,-0.02870104748936464,-0.046785433194335924,0.4082962377444374,12,-0.03685592200489507,-0.022713096736591054,0.3099704728027168,0.16666666666666666,0.33218124966319806
40,137,27,2.16,1.44,39,1.72,0.277,0,0.0,0.0,,1,-0.00542649714066068,-0.0027169394503187005,0.0,0.0,0.199891829168141
60,255,20,2.16,0.75,24,0.94,0.221,1,0.005025120332531774,0.0,,8,0.001889131630151697,-0.008652666588811142,1.0693657321725376,0.375,1.3604944462148145
98,207,29,1.89,1.69,40,1.52,0.076,19,-0.022913693966354343,-0.028562104696966184,0.4289859912477512,9,-0.005169576746510307,-0.011431524958041006,0.8417450808881859,0.3333333333333333,1.0979322247268462
96,283,10,2.85,1.1,9,2.17,0.11,25,-0.022622226112732235,-0.038189826291494366,0.5978546100054991,19,0.010017997646998067,-0.013964872553734575,1.141903704546278,0.3157894736842105,1.3978408860758398
34,225,21,1.41,1.49,10,2.05,0.228,1,0.0032861164674882204,0.0,,5,-0.014920961556118995,-0.010845756535915685,0.31166223963033096,0.2,0.51954655985913
92,224,18,2.62,1.82,35,1.92,0.152,9,-0.005965229341177047,-0.010941469269759141,0.6775383669855367,7,-0.0010411729231111222,-0.008040526864002473,0.9655078121152754,0.2857142857142857,1.195822104992518
26,203,25,2.3,1.74,33,1.47,0.062,20,-0.029666878603538782,-0.03859205663698673,0.35131269485382166,10,-0.006589259087270372,-0.01415442011081991,0.834407990320178,0.3,1.041267328353835
79,225,23,1.36,0.68,30,1.71,0.194,4,0.00031946558187034846,-0.0030947582241898086,1.0597131802343787,11,-0.016551934739032714,-0.011344044367118333,0.5961603729448718,0.36363636363636365,0.8875439620385774
38,174,23,1.87,0.85,39,1.5,0.217,1,0.004314340749587586,0.0,,4,0.006160273394756999,-0.002951002663325819,1.534344755025389,0.5,1.881842209626066
37,269,14,3.19,1.96,10,0.91,0.171,6,-0.015404674830388765,-0.015919361321239167,0.0,9,0.036613605546274686,-0.005425797018770218,2.35035764676234,0.4444444444444444,2.6088897190003646
80,212,24,1.72,1.25,37,2.15,0.175,5,-0.00034720476230154507,-0.005682304381467995,0.9616044041887678,11,-0.01970422719505016,-0.013971405520345481,0.5562608641618265,0.2727272727272727,0.7492690232349816
43,267,14,1.89,1.12,27,1.51,0.213,4,-0.003592107439087222,-0.00818416394832644,0.5493388083747709,7,-0.009298285764617775,-0.011060386437021341,0.6629646778854031,0.2857142857142857,0.8966002696584425
70,215,18,2.08,1.62,9,1.64,0.288,1,-0.002575943970692385,-0.002662587591712784,0.0,3,-0.0005407634341864087,-0.005346899526263771,0.9532513411157957,0.3333333333333333,1.2343294896124475
58,289,28,2.38,1.88,19,1.34,0.19,2,-0.005223169115935122,-0.0053986126507266086,0.0,4,0.012672157156990549,-0.005332608488881285,2.1868312119438356,0.5,2.410826063605314
40,262,10,1.46,1.6,37,1.05,0.121,12,-0.019401593980401866,-0.026868916677014965,0.2572315623111754,10,0.008153427922254597,-0.00788893029064186,1.310506843365259,0.5,1.691241077389424
97,128,14,2.91,1.29,21,1.52,0.158,10,-0.007510809095341631,-0.01112467787501048,0.6493122982651376,11,-0.020404849061480435,-0.01730218971441455,0.5827528861608274,0.18181818181818182,0.668286607088636
21,189,26,1.98,1.96,9,2.0,0.053,33,-0.018095145309784955,-0.03443277581846016,0.7166835026896612,16,0.0015072644177527295,-0.014238894558205928,1.030980131528215,0.375,1.3102353397612687
84,287,21,1.46,1.96,38,1.13,0.072,20,-0.029420978006876375,-0.03245245333243674,0.3090599500763917,7,-0.0005879517706852688,-0.007910589992232153,0.9752010655197102,0.42857142857142855,1.3207148015856462
33,199,19,2.1,1.54,8,1.43,0.226,2,-0.005238546920133924,-0.0054145055803294095,0.0,5,0.004253205301096852,-0.005357942073261568,1.2663136626300757,0.4,1.5638668813890222
95,125,29,1.96,1.45,19,1.46,0.303,0,0.0,0.0,,0,0.0,0.0,,0.0,0.24
63,175,24,2.94,0.89,27,1.18,0.067,19,-0.015619909590505077,-0.03332648975870034,0.6335275706697386,17,-0.0380806037476471,-0.03307468390601975,0.5265369955363239,0.17647058823529413,0.44215284744521466
56,139,10,1.44,1.23,12,0.94,0.225,6,-0.003906545496584202,-0.010854924416002887,0.6312329676131997,9,0.00030481016729067,-0.0055249360374781675,1.0143418717872348,0.4444444444444444,1.394048805354681
31,139,30,2.16,1.56,32,1.69,0.31,0,0.0,0.0,,0,0.0,0.0,,0.0,0.24
75,290,27,1.89,1.35,30,0.84,0.142,9,-0.0032777777873638225,-0.01393970214174678,0.8026247939583725,11,-0.031117171198952298,-0.020155623881594975,0.3666610335795493,0.18181818181818182,0.42973636313628266
99,252,17,3.14,0.73,15,1.02,0.12,20,-0.0261488842442843,-0.03593390889182557,0.45658118713782586,20,-0.030397088041217546,-0.020032472003881696,0.6663591297498905,0.2,0.7179058422706553
66,153,10,2.88,1.92,17,0.82,0.123,17,-0.03477455882705904,-0.035924495057298333,0.1624661401983078,11,-0.02012536678014143,-0.017124212282305984,0.5846703712498186,0.18181818181818182,0.6723623437420534
45,255,24,2.34,0.64,15,1.91,0.326,0,0.0,0.0,,0,0.0,0.0,,0.0,0.24
20,266,25,2.85,1.53,33,1.29,0.098,15,-0.030569270637086254,-0.03565734410697685,0.17952069570157975,6,-0.012850604801276755,-0.013332967640470317,0.5207119074270833,0.16666666666666666,0.6518366989461304
83,182,18,2.93,1.99,20,1.9,0.22,2,-0.005151877712172737,-0.005324933020723122,0.0,5,0.01296716286770927,-0.005286882805699222,1.813898253246304,0.4,2.037358858288953
94,191,11,2.01,1.06,26,1.93,0.279,3,-0.0006831028041167642,-0.005546212392834593,0.8763361749262231,3,-0.0012612321699438933,-0.00547544510356468,0.8884438279728999,0.3333333333333333,1.1785732395366937
42,202,22,2.84,0.77,14,0.81,0.147,6,0.011671714802974353,-0.0084597160902814,2.423584342827323,27,-0.021313473573556063,-0.02164232430337809,0.8202592021231483,0.25925925925925924,0.935222280384677
95,267,30,1.96,1.37,40,1.13,0.162,5,0.0008517204040379145,-0.008515262250468392,1.1070882961101878,8,-0.014354612370955477,-0.01189069556455502,0.568599115304408,0.25,0.769001944909931
63,221,20,2.41,1.54,17,1.86,0.2,2,-0.005252978180981249,-0.005429420251762518,0.0,6,0.0019460847105319257,-0.007993186890910997,1.0947057273403278,0.3333333333333333,1.3462700922537687
45,191,25,2.89,1.88,36,1.28,0.164,3,-0.00785772017031483,-0.008121295017527896,0.0,6,0.006763518104626387,-0.00549687433491064,1.317244473037839,0.3333333333333333,1.5635413228361583
67,156,24,2.27,1.45,30,1.94,0.265,1,-0.0026313153808561474,-0.002719818916255279,0.0,2,-0.010798733353155066,-0.005414022496373128,0.0,0.0,0.16015955328306136
62,140,20,1.22,1.51,22,1.14,0.328,0,0.0,0.0,,0,0.0,0.0,,0.0,0.24
34,187,30,2.16,0.87,21,1.48,0.127,9,-0.010770424783572263,-0.01794700057295584,0.47743997822564105,15,-0.022909338646119437,-0.018460418651092936,0.6403762309944299,0.26666666666666666,0.776313614335656
71,146,24,2.26,1.41,37,1.8,0.132,11,-0.02170095257295057,-0.022423597068071288,0.19369003127260898,9,-0.016104778597050395,-0.013518387468298587,0.5773793099506388,0.2222222222222222,0.7371150116036986
23,209,20,1.45,1.8,20,1.06,0.139,8,-0.014994528400922302,-0.018886402618415787,0.1815053557890832,7,-0.03734755166984283,-0.01885146469550436,0.0,0.0,-0.03686859091007286
61,161,13,2.05,0.72,8,1.32,0.208,6,-0.0014474022451743673,-0.011135162893977202,0.8696120995480056,13,-0.027478615231360193,-0.013835011385701312,0.5135429104349254,0.23076923076923078,0.658188494285607
66,242,22,2.4,1.75,29,1.63,0.288,1,-0.0025845871127330167,-0.002671521062180715,0.0,2,-0.01063669695713132,-0.005332566611900846,0.0,0.0,0.1614593459429346
34,129,19,3.0,1.09,33,1.16,0.141,9,-0.014667096479178077,-0.022295193574803363,0.32424686475339176,9,-0.009591724750761532,-0.012080379656810414,0.7562301787561713,0.2222222222222222,0.9177519845251855
43,138,13,2.05,1.53,25,1.87,0.095,19,-0.028671185481302097,-0.039211542992609316,0.3326329192373382,11,-0.01404697845171532,-0.016791285884320106,0.6801690613345271,0.2727272727272727,0.8484655330346844
74,188,24,1.67,1.82,40,1.1,0.079,17,-0.025633148071618983,-0.029978099475526432,0.30626987050007304,6,-0.00511296041151621,-0.007937677454830872,0.7615649978796462,0.3333333333333333,1.0519654036856718
67,156,24,1.66,0.89,18,1.12,0.167,6,0.002495821211589311,-0.005956388940843049,1.289580192754549,14,-0.03901891370928745,-0.02351787731240995,0.37193988279791357,0.21428571428571427,0.4114284709971396
76,272,11,1.75,1.44,25,1.37,0.178,6,-0.008923670463109934,-0.010724136725377642,0.31407137327560164,10,-0.012158143748443262,-0.01030910570615351,0.677721452379895,0.3,0.9244050745942483
58,288,26,1.23,1.08,26,1.64,0.151,7,-0.008136417783363381,-0.014099630477198088,0.4064518475892752,14,-0.011518390437994741,-0.014063977405007422,0.7456278832793258,0.42857142857142855,1.0674407351552317
51,286,22,1.36,0.72,40,1.63,0.17,5,-0.00831633263369902,-0.011700310005261394,0.2673476312222628,11,-0.016240833223096995,-0.011212533011025205,0.6023703888131802,0.36363636363636365,0.8948084716457121
89,288,16,1.34,1.33,9,1.74,0.071,38,-0.009474291674321789,-0.02786276193530879,0.843393563795236,27,-0.03593659635411128,-0.018132695500105434,0.6315686961007638,0.37037037037037035,0.8427433037596187
51,268,17,2.96,1.51,10,1.07,0.066,30,-0.006767374424004324,-0.03621876717377792,0.895066235669465,22,0.037026222781621376,-0.01472474162563242,1.466023202405675,0.36363636363636365,1.8073679442883903
63,121,15,2.32,1.62,37,1.27,0.224,1,-0.002568869855093636,-0.0026552758503043394,0.0,4,0.012071160299340633,-0.005349093542633687,2.1274586267550144,0.5,2.360792127593638
77,155,14,1.55,1.57,23,1.37,0.177,7,-0.012052921457261445,-0.013427865241321002,0.2286916031236599,7,-0.011747912375549951,-0.009607747142723833,0.5607253860363115,0.2857142857142857,0.8166314440898206
74,263,21,1.9,1.53,27,1.46,0.165,7,-0.011416583394331603,-0.011798823013970283,0.2797741469892945,9,-0.005251349110034109,-0.011698462430153267,0.8421574223803419,0.3333333333333333,1.0957995086895775
42,211,28,1.5,1.99,8,1.98,0.206,2,-0.005201633194122146,-0.0053763553050896196,0.0,7,0.025891642624014777,-0.005311186069064333,3.41074704509847,0.7142857142857143,3.2958389867054496
89,269,27,2.78,1.81,23,1.51,0.098,17,-0.026988279008932414,-0.02908459035716182,0.3255625464276999,8,-0.004933221317743985,-0.010707180172513042,0.8506531016444947,0.25,1.0417988213311822
33,155,10,1.65,1.08,28,1.28,0.122,14,-0.011565385956811003,-0.02433279999406479,0.5670376300107962,9,-0.009547636995983044,-0.012439431262198819,0.7114815799790666,0.3333333333333333,0.9681459325683972
84,194,12,1.99,1.23,11,2.02,0.099,26,-0.03515097629157593,-0.04476498452864308,0.3933839186912708,24,-0.014907466416586246,-0.01697441977121239,0.8383106298475973,0.3333333333333333,1.0618899467087004
41,290,24,3.18,1.79,19,2.1,0.085,16,-0.012348064196349484,-0.035526311252033316,0.6483598388915367,10,-0.012436846683161584,-0.01643929873831662,0.7183732624105295,0.2,0.8267701666225776
64,154,19,2.94,1.73,23,1.1,0.296,1,-0.002570718892626944,-0.0026571869988150087,0.0,2,-0.01062415650742643,-0.005326262791374603,0.0,0.0,0.1615599383059641
34,268,12,1.55,1.57,25,2.14,0.222,3,-0.0015374301770723076,-0.0052956449967740404,0.7027034559068375,5,-0.001068627685804624,-0.0053394815996168354,0.9363211677785914,0.4,1.2787332373493867
29,144,11,1.47,1.81,38,1.48,0.232,5,-0.006869631978641877,-0.010614751898650243,0.33331970045557435,3,-0.01588488212973671,-0.007974235279010866,0.0,0.0,0.12266658924896623
73,244,29,2.21,1.16,32,1.73,0.087,17,-0.00798342157454679,-0.031232961313306773,0.7644972342027173,15,-0.0032007185115124903,-0.014386473597585714,0.9470349920614152,0.3333333333333333,1.186399997489063
40,144,24,3.13,1.37,39,0.97,0.228,2,-0.005319490137094207,-0.005498160095281146,0.0,2,0.00997385670483264,-0.0027172449436674295,2.8384476952652773,0.5,2.93558229014888
50,197,29,2.08,0.75,13,0.8,0.055,35,-0.005096296105228659,-0.031092533353965113,0.9233735698840281,35,-0.055621649882150126,-0.029652414352933087,0.6214821380121055,0.2857142857142857,0.6227178912957144
21,179,28,1.97,1.39,17,1.1,0.195,2,-0.0053601916495770174,-0.005540224871061539,0.0,2,-0.010877402028561023,-0.005453571736623752,0.0,0.0,0.15952848465943253
69,278,24,3.17,0.93,28,0.97,0.141,9,-0.014825209796982652,-0.01698697242712177,0.3330038810347385,13,-0.030592951114875477,-0.023009433939702006,0.501652038195081,0.15384615384615385,0.5012846109892033
26,199,25,1.32,1.31,24,1.13,0.116,13,-0.024663584921955195,-0.028457765372328248,0.1924187694700779,9,-0.014778712386742443,-0.013558029744654032,0.5540062008380604,0.3333333333333333,0.812292539832913
71,283,15,2.05,0.78,14,1.54,0.194,7,0.003240273719299136,-0.00828412629249975,1.3016082433997629,14,-0.03263719562917078,-0.01645396428493029,0.4700389976842484,0.21428571428571427,0.5719459394465114
90,205,14,1.22,1.18,34,1.39,0.287,2,0.0055919274699902655,0.0,,2,0.00029356404974767436,-0.0027191463609127497,1.056850691570897,0.5,1.471568305235073
40,257,16,2.44,1.05,33,1.14,0.343,1,-0.002645657441641469,-0.0027346427064898204,0.0,0,0.0,0.0,,0.0,0.24
64,279,13,1.94,0.97,18,1.44,0.303,1,0.004527646463233115,0.0,,1,-0.0055315748740145665,-0.0027696228423517155,0.0,0.0,0.19905005109846133
74,236,13,2.93,0.94,25,1.47,0.163,9,-0.0146125116902176,-0.01652464597712766,0.32027857101593143,11,-0.02115495939857215,-0.017696790822078867,0.5751241123184455,0.18181818181818182,0.656026337805049
71,276,15,1.98,1.94,24,1.72,0.333,1,-0.002544069795929027,-0.0026296427213881035,0.0,1,-0.0052644297775509274,-0.0026356883152229837,0.0,0.0,0.20119010770134574
21,179,25,1.71,1.78,28,1.96,0.199,2,-0.005214385624877527,-0.005389534926732997,0.0,2,-0.010654110764484859,-0.00534132023315903,0.0,0.0,0.16131966174345497
27,296,24,2.98,1.23,26,0.95,0.346,0,0.0,0.0,,0,0.0,0.0,,0.0,0.24
27,196,17,1.37,1.6,31,0.95,0.061,20,-0.024882310944509656,-0.029400204541831232,0.3813509985698963,12,-0.020610653430561343,-0.016381631379354777,0.5380027022736769,0.3333333333333333,0.7635731637285246
39,140,17,1.91,1.02,18,2.16,0.333,1,0.004479513795161205,0.0,,0,0.0,0.0,,0.0,0.24
47,170,20,2.02,1.37,39,0.9,0.177,6,-0.008628575844937036,-0.013752599099232321,0.35448499430278446,7,-0.007907960236441025,-0.008815694026286125,0.7136429950506741,0.2857142857142857,0.960661764789248
100,265,17,2.45,1.13,10,0.97,0.235,3,-0.00800146392502088,-0.008269840305830112,0.0,8,-0.026654252194901362,-0.019287950883609906,0.307788574985083,0.125,0.3519769108062484
97,231,18,3.12,1.27,17,1.92,0.138,14,-0.017677935203773365,-0.020269163875619722,0.45491294477236444,12,-0.003516874126948233,-0.01643782477408573,0.9334701340134064,0.25,1.0812060125102465
21,237,22,2.36,1.65,39,1.66,0.097,13,-0.02602861926151967,-0.029789829673242063,0.17477846698171115,4,-0.02111711589711962,-0.010614895956644999,0.0,0.0,0.08394570209169486
29,134,26,3.06,0.91,32,1.33,0.215,2,-0.005598408540139599,-0.005786419475477977,0.0,4,-0.022505836101761933,-0.011316954783668787,0.0,0.0,0.0727743506569353
41,277,29,1.44,0.88,28,1.2,0.295,0,0.0,0.0,,0,0.0,0.0,,0.0,0.24
58,131,18,2.29,1.49,28,2.17,0.274,1,-0.002589679003823453,-0.002676783991786613,0.0,3,0.0003931945495454503,-0.005386300525736409,1.0407038530144281,0.3333333333333333,1.3077121230704998
26,270,21,1.31,1.05,29,2.18,0.331,0,0.0,0.0,,0,0.0,0.0,,0.0,0.24
48,132,27,1.42,1.56,34,2.15,0.197,2,0.0006181095058543917,-0.002759476275331574,1.234949731507699,6,0.004120503141062937,-0.0027662335725772147,1.2572274749790242,0.5,1.6601341239668537
42,207,21,2.67,1.36,40,1.51,0.139,6,-0.007196573067951628,-0.01383550947556822,0.46628004866565204,8,-0.006617525838912397,-0.0109478941937462,0.8008050177636915,0.25,0.9932574239720007
38,142,16,2.35,1.83,15,1.45,0.053,33,-0.041692830120391156,-0.06696346940787357,0.43627205107556405,16,0.011835455384523241,-0.011559196078511191,1.21566371543897,0.375,1.5207325585945126
20,227,14,2.96,0.99,39,2.03,0.247,1,-0.0026790121801728572,-0.0027691177555435598,0.0,2,0.008826834777175163,-0.0028252785509462752,2.5659350869833437,0.5,2.7121198469544723
29,268,23,2.43,0.86,20,1.55,0.207,2,0.0028059581987962545,-0.002973068706926707,1.9815165902313727,4,-0.005371076638195693,-0.00854657508356682,0.6892878793722454,0.25,0.9149067296098125
77,173,21,2.69,0.88,27,1.26,0.095,17,-0.02064123127263684,-0.03733832645299151,0.47726185080877,16,0.003083151664953654,-0.015724926499349645,1.0547765045047262,0.3125,1.2736877316021318
89,175,28,3.19,1.12,11,1.81,0.316,0,0.0,0.0,,0,0.0,0.0,,0.0,0.24
45,156,15,2.03,1.57,28,0.84,0.1,18,-0.0334028406014828,-0.04393930604422802,0.21930370994001644,9,-0.017800680855336926,-0.01383296441782611,0.5262926487161657,0.2222222222222222,0.6869454579867538
79,176,22,1.39,1.42,11,1.51,0.267,1,0.003226655252076105,0.0,,3,0.007920891035450461,-0.002712637081883962,2.4596990271906423,0.6666666666666666,2.7610750225725775
99,183,29,2.32,1.44,37,1.93,0.131,11,-0.013754458128240055,-0.014252285520463537,0.4390381703597835,9,-0.015659554325507696,-0.013437676508603724,0.5906552839057603,0.2222222222222222,0.7501623755315254
79,266,26,2.47,0.81,31,1.27,0.285,0,0.0,0.0,,2,0.006194660580955524,-0.0028828596694935316,2.0787290352703343,0.5,2.311365659850808
50,219,28,2.08,0.81,40,0.92,0.116,10,-0.014022686708144216,-0.02402835696325767,0.4014017736942528,13,-0.01154732428142824,-0.010962728506649033,0.7746290869776173,0.3076923076923077,1.015299323890368
66,176,22,1.55,1.49,27,1.9,0.086,18,-0.01751626327363376,-0.030417356970113274,0.5011989599997119,13,-0.03339345413231043,-0.024038806908226684,0.39576802062339955,0.23076923076923078,0.45867886265238245
89,166,23,2.69,1.64,33,1.62,0.105,16,-0.024813583849013998,-0.026626434049276337,0.33676294572950666,7,-0.0003566956380735009,-0.00795848362953655,0.9912420376433224,0.2857142857142857,1.2198037404308335
80,257,27,1.53,1.58,37,1.96,0.132,9,-0.005651300822763328,-0.013818171953433156,0.652554230616536,9,-0.02317699449368915,-0.015265912552151706,0.3854640048255631,0.2222222222222222,0.541313703246258
100,238,28,3.08,0.96,33,2.02,0.303,0,0.0,0.0,,0,0.0,0.0,,0.0,0.24
56,168,30,2.12,1.28,13,1.68,0.065,31,-0.004287577553230837,-0.03280394346629534,0.9288964469268551,23,-0.03671517974009042,-0.025587315837445224,0.6213210184698904,0.2608695652173913,0.6708598879565686
58,282,10,2.76,0.61,38,2.09,0.192,6,0.002263675209409177,-0.010932333249926485,1.2183488040656913,8,-0.0068268473855969125,-0.01129665858898854,0.8001825628850829,0.25,0.9891320587204371
49,271,21,1.29,0.65,14,1.15,0.322,0,0.0,0.0,,1,-0.005678589770974796,-0.0028433371686146236,0.0,0.0,0.19787227690051715
29,199,25,2.72,1.23,20,1.18,0.097,18,-0.022290801212117572,-0.04206020493016993,0.4598774323793556,9,-0.048562032890191786,-0.024583182885486554,0.0,0.0,-0.12091359464465959
75,226,29,2.44,1.39,28,1.55,0.173,3,-0.008087300768225947,-0.008358544047803118,0.0,9,-0.014880809866598343,-0.01335525055147535,0.61582668198661,0.2222222222222222,0.7740738794888696
26,189,24,1.24,1.53,27,0.98,0.315,0,0.0,0.0,,0,0.0,0.0,,0.0,0.24
40,289,21,2.78,1.47,28,1.16,0.246,1,-0.0026097102324511567,-0.002697488068051368,0.0,3,0.002831327821576579,-0.005394761083307054,1.2673615475252298,0.3333333333333333,1.4987231273067003
56,168,28,1.82,1.93,19,1.29,0.084,15,-0.019393358454041887,-0.03269719088466583,0.39245080054592707,10,-0.02569685188230386,-0.017282941362728454,0.4056228237730344,0.2,0.5167806539207178
69,236,13,2.04,0.72,29,1.59,0.207,6,0.005847627944618239,-0.005501270725571938,1.717386924935192,10,-0.02521476291787228,-0.017476012615305403,0.43443890274259583,0.2,0.5402173029334777
80,180,11,2.01,1.36,29,1.57,0.234,4,-0.0030835269658523456,-0.005330378492986787,0.6062844681729486,8,0.0024263294017512482,-0.005899634313811131,1.0941859758309378,0.375,1.4045236904279328
89,217,10,2.06,0.8,29,1.99,0.251,6,0.01384008433307482,-0.002849703534295589,3.606864670465099,8,-0.01371381895844348,-0.011795753583231816,0.5912503323876814,0.25,0.7904456280771833
35,231,28,2.5,1.36,31,1.9,0.084,13,-0.01827260872074632,-0.0306823223154159,0.39001793464347395,10,-0.020358378763307372,-0.01681605492336269,0.5440724781833121,0.2,0.6526293614398521
78,257,12,1.3,1.7,39,1.16,0.099,17,-0.02816248165199542,-0.032471364040961515,0.2390559102809274,10,0.003935809166185189,-0.007896005969353137,1.1501532311643439,0.5,1.5460311071747244
87,229,29,2.24,0.89,28,1.72,0.098,18,-0.01932334983747175,-0.03238607105435698,0.5148920918686094,16,-0.02575352754595983,-0.020312150062471,0.6232245760641596,0.25,0.7264016835010537
33,274,18,2.32,1.65,9,0.89,0.189,5,-0.004935730447317543,-0.00801967398724368,0.5275237878994237,9,0.0013717126373464783,-0.00819697545740794,1.0463618053265782,0.3333333333333333,1.3136671578180517
91,164,10,1.98,1.72,30,1.95,0.164,9,-0.016095825793276064,-0.01663340872942065,0.22441083805953285,7,-0.021900150598817114,-0.01578660268117471,0.30535377613376935,0.14285714285714285,0.4080086446813969
38,170,20,1.61,1.33,31,1.3,0.277,1,0.0037656167421173947,0.0,,2,-0.010836912491815842,-0.005433216164854926,0.0,0.0,0.15985328738056387
91,175,18,1.99,1.88,25,1.02,0.259,2,-0.005130634943540824,-0.005302978595615571,0.0,3,-0.0009019909393852554,-0.005304176015005768,0.9186119248453777,0.3333333333333333,1.2055148346653817
31,249,16,2.43,1.11,34,1.19,0.345,1,-0.0026333796875595006,-0.0027219525605308714,0.0,0,0.0,0.0,,0.0,0.24
52,248,17,2.99,1.52,11,1.92,0.34,1,-0.002578552869200723,-0.00266528412499234,0.0,0,0.0,0.0,,0.0,0.24
38,151,18,2.81,1.31,23,2.18,0.196,2,-0.005362492499622062,-0.005542602784433304,0.0,6,-0.01387355893224651,-0.00834773825358659,0.49761417003223407,0.16666666666666666,0.6691485276014418
40,277,22,1.85,2.0,38,1.72,0.089,14,-0.023069210874733237,-0.03249403644629012,0.27064247097238764,6,-0.0031631451371935126,-0.007909658580345758,0.8534778974846218,0.3333333333333333,1.133519135462824
88,144,12,2.25,1.61,33,0.91,0.269,2,-0.0051857170950923015,-0.00535990602815728,0.0,3,0.01687540072401772,-0.002656333162110003,4.162738207918105,0.6666666666666666,3.2295842709325244
