ema_fast,ema_slow,breakout_len,atr_len,atr_sl_mult,rr,vol_len,vol_factor,is_monthly,is_mdd,is_pf,is_trades,oos_monthly,oos_mdd,oos_pf,oos_trades,oos_win
25,165,17,14,1.69,2.96,10,1.27,-0.005643965747928026,-0.03337024819212775,0.8113112201010607,38,0.0014128837859646026,-0.01067571664073419,1.0658710326490461,14,0.2857142857142857
39,126,25,12,0.87,1.24,22,1.23,-0.0015956818645159743,-0.019544831917251315,0.9444635659103024,51,0.00443925266675449,-0.005655759858625986,1.2659031918705803,16,0.5625
33,192,44,12,0.95,2.2,31,1.27,-0.0022184953425978815,-0.037170666794334006,0.9134669057995929,35,0.009865702745699423,-0.008490876352829524,1.5910004294938502,13,0.46153846153846156
22,194,14,27,0.91,2.16,36,1.45,-0.004239245665612845,-0.04183977699876251,0.8910848974939121,53,0.0066785950409100625,-0.013958809617572898,1.2821322260404857,17,0.4117647058823529
19,146,41,16,1.12,3.07,13,1.6,-0.023649255369030175,-0.06263884011495235,0.3594820349547412,40,0.007682500229283962,-0.005738983174503276,1.325979557734492,15,0.3333333333333333
32,60,42,27,2.49,1.62,25,1.5,0.0020582221441223236,-0.011685024585716741,1.127163481437091,30,-0.0077564237461378305,-0.015463628029450338,0.5683727869091916,11,0.2727272727272727
33,55,39,10,1.18,1.74,32,1.39,0.002431001469087146,-0.02003696187412518,1.1099959583019643,39,0.00014718958887849354,-0.021360243154604608,1.01043710993439,15,0.4
23,143,41,18,2.29,1.84,35,1.28,-0.0015032517648250199,-0.016035080939842294,0.9190981352891409,28,0.00178254063824701,-0.005992432179412477,1.1350130904316111,10,0.4
12,192,41,19,0.86,1.99,32,1.35,-0.010693819153844708,-0.04883976238971899,0.6859857384433031,45,0.01876476915050662,-0.008496590378497593,2.1071798791997813,16,0.5625
43,186,22,13,1.24,2.94,33,1.33,0.003468875763674495,-0.024625783863624573,1.1805342419240668,28,-0.0051617352748486445,-0.014588646692861307,0.7831498302030986,13,0.23076923076923078
46,125,20,12,2.49,1.35,39,1.32,-0.003225463081353852,-0.017797522445860414,0.8297816194429896,32,-0.0018641600429779581,-0.01235645918946715,0.8846390186515884,12,0.4166666666666667
12,95,47,9,1.72,3.27,40,1.68,-0.0022792101794558706,-0.01846272673007132,0.8693209856639463,22,-0.0021361954167444797,-0.015669732912817702,0.8703066574247195,9,0.2222222222222222
28,127,47,8,1.07,1.58,20,1.64,0.0021230920780836993,-0.01850059951924543,1.105604649284242,37,0.005052903146357091,-0.009798454892228636,1.3616293626513056,12,0.5
34,153,34,13,1.12,3.32,38,1.63,-0.007798547698525948,-0.0338849957988655,0.6948085991171542,30,-0.0006865672101203923,-0.011023386179620731,0.9730129908797688,12,0.25
19,199,37,14,1.07,3.16,21,1.56,-0.011999803717753998,-0.0405588363800814,0.581513815631998,33,0.0005655239634800857,-0.011101731787810931,1.0350722090917057,11,0.2727272727272727
21,79,9,20,1.85,3.55,24,0.92,0.0004684022573357982,-0.023717167492784408,1.0224102443341,37,-0.0027714333940825897,-0.02617892829412971,0.8949760523836245,14,0.21428571428571427
43,150,42,23,0.98,3.03,17,1.23,-0.009271969536761904,-0.0347706813038714,0.6673338257823462,33,-0.0028431928817266305,-0.011231752915661475,0.872745578879035,12,0.25
43,125,35,22,2.38,1.45,11,0.97,-0.01087711958560278,-0.029126882478576865,0.5411426452217533,34,-0.00532499934064723,-0.006172889938165338,0.7405686380791799,14,0.35714285714285715
45,132,34,24,2.11,2.9,8,0.86,-0.0070990096150131965,-0.02661702227123719,0.6911075346570777,29,-0.014171168212245178,-0.01641594490683085,0.30149942773748706,10,0.1
27,96,21,22,2.45,3.0,19,0.82,-0.005334350417920741,-0.023739672740794138,0.7559644523823192,28,-0.005391445754705737,-0.015581025339742594,0.7049064396244736,10,0.2
20,72,13,22,1.63,3.05,30,1.25,0.003531732138192911,-0.027088436836140595,1.139819977618164,37,0.004813571092295854,-0.013857566696058532,1.237221672471415,13,0.3076923076923077
43,91,11,24,0.97,3.25,22,1.59,-0.0025207046753243922,-0.03319287692192563,0.9413159469487337,50,-0.0037044222395150594,-0.019185643176816924,0.8493775353044084,13,0.23076923076923078
38,132,39,9,2.11,1.75,18,1.07,-0.006183034262245202,-0.020250340737460126,0.6691947622010485,27,0.007884819152565337,-0.0026855933504117413,2.1601920807407735,7,0.5714285714285714
26,171,35,28,2.35,3.26,27,1.2,-0.0038659825106197587,-0.021154550096413094,0.7567214505788157,20,-0.004387607491744161,-0.007792284020126883,0.6141669481263671,6,0.16666666666666666
14,170,8,13,1.19,1.71,32,1.51,-0.0043474396266244275,-0.04823493098215714,0.8885071982953524,59,0.002788086603392914,-0.011041134895706683,1.1345873884940434,16,0.4375
27,61,23,15,1.07,1.69,36,1.58,-0.007099304229498449,-0.03673043607006066,0.8093676378216298,55,-0.0027610962684541107,-0.021724688523537816,0.8974076308858429,18,0.3888888888888889
24,70,14,10,2.15,1.91,31,1.72,0.0012864341323350903,-0.021899869890439683,1.0657554681376593,34,-0.0038444135608387553,-0.01559080194770801,0.7594625344547504,10,0.3
12,187,22,21,1.82,2.66,27,1.23,-0.003402564939640307,-0.025430766931332505,0.8335834958381723,27,0.008603898864026682,-0.010574452121515643,1.6316136114984163,10,0.4
47,129,29,29,1.35,2.62,15,1.11,-0.01371360522136722,-0.039060941153419515,0.5032384744998017,33,0.005595232529347571,-0.005424639368839523,1.3499636187609465,11,0.36363636363636365
22,113,28,25,1.96,2.15,38,1.52,-0.0036733208521115834,-0.02630142380319611,0.8267901955700164,30,0.006701127371072202,-0.005252272984029305,1.594832227716465,9,0.4444444444444444
20,84,32,8,2.42,3.38,18,1.28,-0.00046267556075896277,-0.01834980305865841,0.9686637781783256,17,-0.0063032066853392354,-0.010335823503608288,0.5338885305778845,7,0.14285714285714285
33,93,24,19,2.48,1.54,23,1.28,-0.0016750456074018372,-0.020400729719009525,0.9221413702025446,35,-0.0007135889252415373,-0.01297756612473766,0.9503566903304684,10,0.4
37,153,9,8,0.95,2.04,40,1.62,-0.0038368922569931296,-0.03551598620428387,0.8896293189225452,49,-0.005461646042062784,-0.012817080509821555,0.793095277402512,16,0.3125
35,157,9,13,1.76,2.85,22,1.0,0.002068936279461253,-0.023893088319287603,1.0940340770159005,33,-0.005075354217894845,-0.014296690648446297,0.7824566276237161,13,0.23076923076923078
49,129,10,13,1.81,2.68,38,1.34,0.0009736984832151574,-0.024576240901680757,1.0433031727343585,36,-0.009442695883168262,-0.018503114925410347,0.544343894828388,11,0.18181818181818182
21,48,15,25,1.86,3.08,14,1.46,-0.005891660905864904,-0.030278554393388224,0.8122555333242348,40,-0.019109489565011906,-0.03373859481302466,0.5049022374271522,20,0.15
25,176,13,29,1.57,2.74,21,0.88,-0.003943697769920873,-0.04054944531217275,0.8649570362769808,38,0.008051419318140907,-0.01063482159762108,1.3937925529540571,14,0.35714285714285715
21,127,19,20,1.61,2.68,26,1.78,0.004722636135152225,-0.021072331570023972,1.224438896331713,32,0.00855440124318263,-0.008052799708219815,1.6216785685142912,10,0.4
45,200,36,30,1.54,1.3,25,0.82,-0.0004286933108962332,-0.010621745462238597,0.9777148906622968,32,0.0019506072122343898,-0.00780049396950333,1.1213482041892178,14,0.5
28,197,44,16,1.64,1.4,36,1.22,0.0015953072332763885,-0.015542388916126915,1.1002363222855063,31,0.01301131274796452,-0.0052305737468930635,2.3356586851527266,12,0.6666666666666666
24,140,14,19,1.1,3.51,31,1.23,-0.0012801155039463552,-0.05890300638629853,0.9722880385844493,48,-0.009152503608078066,-0.027332584847629904,0.7082711427487013,16,0.1875
13,147,27,25,2.27,2.59,9,1.4,-0.00519420011460181,-0.022326764963413792,0.7615902884787662,29,0.005151325781906246,-0.0078039842597484865,1.4623214352900848,8,0.375
45,70,46,17,2.49,1.88,19,1.18,-0.00048052642251328326,-0.014205130180662384,0.9778833089971359,30,0.002779165662902816,-0.007814412957347527,1.3110089719465061,7,0.42857142857142855
27,86,28,22,1.2,3.06,37,0.98,-0.006379737542149599,-0.040407406811464264,0.7942352681455649,38,-0.004390996176641293,-0.021476083619852093,0.8168653097444322,13,0.23076923076923078
23,120,9,30,1.5,1.37,21,1.31,4.524807555439381e-05,-0.022180826304984635,1.0044670427294156,56,-0.003565416602389293,-0.020550027374663937,0.8477348820483098,17,0.4117647058823529
34,137,9,14,1.08,2.14,35,1.06,-0.006569345496137968,-0.04131283171721767,0.8446480198309472,58,-0.005158121139491101,-0.022431839167837087,0.8373661524018102,19,0.3157894736842105
46,70,8,15,1.82,2.15,30,1.25,-0.0001024598513061914,-0.02224751147879167,1.0005454749559064,46,0.004025344690391286,-0.015840283538960498,1.223439543980303,13,0.38461538461538464
20,49,10,29,1.09,2.45,17,1.47,-0.0023055742899542597,-0.03360579518448448,0.9500513884489453,60,-0.02408989415763041,-0.034338866343236574,0.5100225626874483,26,0.19230769230769232
50,70,12,27,1.8,3.48,27,1.18,-0.002016403174393,-0.023981571897628506,0.9209414658999759,31,-0.0013483686041150245,-0.013168865257925821,0.9211138368336792,9,0.2222222222222222
46,114,35,22,2.28,1.69,27,1.07,-0.001982315621540609,-0.020948007351407116,0.8854347864055955,27,-0.005238819996588373,-0.012986516323710395,0.6705329130984835,10,0.3
11,76,27,8,1.01,2.29,12,0.9,-0.023781905096657674,-0.07264332180398858,0.5195640653186511,60,-0.010255234301649985,-0.01909679436424294,0.7329305030357731,22,0.2727272727272727
23,54,27,28,1.62,2.85,32,1.44,-0.0022953534500236294,-0.027655731348475876,0.9129994216626696,34,0.001884009950657628,-0.015774740049599334,1.1226129504057238,10,0.3
48,105,27,30,0.85,1.94,23,1.74,-0.014307510749130392,-0.03820055316712534,0.5775534147401745,43,0.0039845047153037605,-0.01658243314557717,1.2100534494141377,14,0.42857142857142855
17,124,8,30,1.94,2.27,12,1.76,-0.01841666622180871,-0.04899905059311027,0.46734024756139425,43,-0.008300916145346338,-0.02092555467481294,0.6981915101617066,16,0.25
43,117,33,18,1.96,2.39,24,1.63,-0.004149432746923365,-0.02417232333290731,0.7851282652644301,26,-0.0009603539306975994,-0.013093422150609046,0.9438181249796884,10,0.3
49,181,19,15,2.15,3.4,8,1.02,-0.014541545487293694,-0.038817639524571734,0.458462888660609,31,0.01044461504084504,-0.005401876386342375,1.5792397539570913,12,0.3333333333333333
25,186,12,16,0.98,2.78,13,1.12,-0.012147514968673279,-0.04184106918727759,0.7831873610318532,69,0.005783500349910042,-0.01529214838765558,1.1764592577077913,21,0.3333333333333333
42,150,20,16,0.95,1.89,18,1.68,0.002799818349019878,-0.02368023635705352,1.0953229864107803,49,0.008350807729735843,-0.011172655575312107,1.3873045928293752,17,0.47058823529411764
47,198,45,26,2.17,3.03,30,1.24,-0.004590422790936799,-0.01635653713798013,0.6433842831330715,16,-0.0026557939075164683,-0.005251997617058746,0.7106369002033279,5,0.2
20,168,31,29,1.9,1.99,8,1.17,-0.007926380789465282,-0.025029658335046445,0.6689381167566214,33,0.004785727878550583,-0.00523173223264406,1.3036375194913075,12,0.4166666666666667
16,182,28,26,1.46,2.28,39,1.17,-0.004328134508003623,-0.024631856700666366,0.8103066981646151,31,0.005196566750032217,-0.005337862228291135,1.3809955851749425,10,0.4
47,77,42,15,1.94,2.69,16,1.18,-0.0005864898443330713,-0.017631735720570085,0.9778618592722702,31,0.008586334031755571,-0.010384502663280282,1.621896466745389,10,0.4
35,126,9,13,2.35,3.15,32,1.18,-0.007546864586572721,-0.02893674201821561,0.696269423039069,31,0.003975156688004855,-0.0157597591035592,1.2545931811735271,10,0.3
43,110,44,22,1.71,2.66,30,1.61,-0.0060771163504057535,-0.024828400440168874,0.7017671664454753,26,0.00523532137537841,-0.010567358062159471,1.4602623899264828,8,0.375
30,200,23,22,0.92,3.49,18,1.18,-0.00804768132321887,-0.03748436983639358,0.7554270559239779,38,-0.0025170802737736198,-0.014097942453794365,0.9008767404957019,13,0.23076923076923078
13,60,20,29,1.13,1.6,11,1.06,-0.0044514729720595,-0.025431262012613587,0.904104799995645,73,-0.02048832662686595,-0.023724645339071482,0.5851875708788188,30,0.3
36,90,15,23,0.95,2.92,9,1.07,-0.014383846957524371,-0.043770729669559194,0.7414061074216381,67,-0.007509789495171559,-0.028781860944806392,0.830713883515724,24,0.25
13,129,32,18,1.01,3.26,20,0.98,-0.014686518896389278,-0.05438105392801096,0.6096250137719798,43,0.0006755713014598985,-0.014103935530649814,1.0311370748129378,15,0.26666666666666666
45,148,11,29,2.17,2.52,20,1.4,-0.011008977072543336,-0.035863335151130826,0.5542355795356809,31,-0.004400713354457131,-0.012081877865077417,0.7865023098452814,12,0.25
30,186,33,16,1.9,1.62,15,1.57,-0.004359427702520513,-0.026065646260426623,0.7982727017358009,33,0.008557605048864714,-0.006573057588169173,1.7555126003755877,11,0.5454545454545454
35,145,44,11,1.27,3.17,17,1.61,-0.002871149543939744,-0.024885037897267925,0.8586200276338835,25,0.008104805732504605,-0.005618861955243859,1.6923733607709435,8,0.375
28,116,42,19,2.27,1.72,24,0.98,-0.004613167845827548,-0.023028833278916583,0.7695774951146458,30,0.0007492168540448318,-0.006290221389403716,1.058683722339986,10,0.4
46,76,17,16,1.46,2.63,32,1.79,-0.003558831307056143,-0.03026400621966696,0.8808858553991681,39,0.00013423797422329464,-0.015979514939473027,1.012815862692231,10,0.3
44,70,28,25,1.49,2.23,18,1.79,-0.0009022624819705616,-0.019193509683385845,0.963714146606669,33,0.004736850222558875,-0.013229083451944512,1.3469525052913927,10,0.4
28,115,33,13,1.78,1.86,40,1.4,-0.008473963515980731,-0.026976146124135902,0.6351533989695682,32,0.010167327892682598,-0.005334913444105638,2.1087874305093917,9,0.5555555555555556
18,175,40,13,1.4,1.37,9,1.47,-0.011125217944573662,-0.03383869717010268,0.6049075568039379,42,0.008465794165459783,-0.005250293551679053,1.4495477495962905,18,0.5555555555555556
36,63,45,15,1.91,2.48,10,0.99,-0.0008448879607628745,-0.02488851634867595,0.9730935780350842,39,-0.00010167524762549895,-0.008138070798668795,0.9994492983772303,13,0.3076923076923077
11,41,45,24,2.49,2.27,15,1.38,-0.010081821873126895,-0.03745749444537605,0.6185504948678872,35,-0.0010262149755367878,-0.012520684373368729,0.9529350489878275,13,0.3076923076923077
45,141,36,22,1.14,2.49,37,1.25,-0.010183046730166234,-0.03246048144019098,0.598178886466333,31,-0.0035934362385041663,-0.008379471492977575,0.8142535312123859,11,0.2727272727272727
25,56,24,23,1.93,3.11,23,1.18,-0.0008055490896715645,-0.024341834951762786,0.9738783868890257,35,-0.009630880616486426,-0.02085572707750638,0.5784699523302359,12,0.16666666666666666
32,143,47,29,2.49,3.42,8,1.64,-0.004398248311696218,-0.018339464219346402,0.6817987143800108,17,-0.004031819417205096,-0.007799514913974681,0.6460100040598493,6,0.16666666666666666
30,133,13,29,0.95,3.01,40,1.41,-0.0057061401832276815,-0.04408294327979234,0.8513120256774274,47,0.007011129732675814,-0.012107889973700603,1.297612522505069,15,0.3333333333333333
21,78,41,21,1.0,1.75,9,1.18,-0.009374774738297287,-0.04286853505650967,0.7670996283941793,58,0.0009990620983495457,-0.012276524786348775,1.033085310670361,24,0.4166666666666667
11,114,10,27,1.28,3.46,25,1.32,-0.01108160391437285,-0.039953497466652665,0.6939726320977124,43,0.0008318912298981296,-0.018600816811871534,1.0455601892188477,12,0.25
44,149,44,27,1.15,3.43,25,1.43,-0.0035836352133925553,-0.030906405270783144,0.8401150707488847,27,0.009817802861471048,-0.005433452075272127,1.8423166553192218,8,0.375
39,192,10,23,1.16,3.16,22,1.2,0.006935953668706807,-0.025044536353735825,1.2412105544085783,41,-0.006105794953086607,-0.016813712167878858,0.7671613334938373,14,0.21428571428571427
11,130,9,10,1.39,3.54,17,1.62,-0.0021429327312817437,-0.024399617016719444,0.9352679642059851,39,0.003845565619734259,-0.01840897184039625,1.155287539517076,15,0.26666666666666666
34,107,40,11,1.83,1.53,23,1.56,-0.0073105822702848045,-0.025192798976704234,0.6697535163587345,33,0.006586533230911851,-0.007895190553576903,1.7228570629960889,9,0.5555555555555556
12,173,32,20,1.42,1.36,11,0.94,-0.0022040633672346654,-0.02303935894387421,0.9288440960691129,53,0.006152943902137498,-0.005287162466649842,1.2945969921085232,19,0.5263157894736842
13,51,39,20,2.39,3.3,36,0.91,-0.008643150298373037,-0.030884093491737152,0.6763191795616236,33,-0.013082313381539978,-0.020702960405255544,0.517448859393233,14,0.14285714285714285
15,199,36,18,1.85,2.76,26,1.19,-0.004270900902395569,-0.01765971235420105,0.7793060799066827,25,0.01418628686466894,-0.005337024612002139,2.563741524502415,8,0.5
14,49,32,9,1.62,3.01,38,1.5,0.0019124025061192373,-0.027108883098391212,1.08188442782983,35,-0.006172005858411933,-0.020897288290799954,0.7572963218415737,14,0.21428571428571427
18,122,16,10,0.93,3.08,14,1.49,-0.022078131631982245,-0.058556429931452825,0.5731994086301533,59,-0.010112025465132568,-0.02634291754346385,0.7589077092122206,22,0.22727272727272727
42,65,11,14,1.19,1.76,36,1.42,-0.0034345805613101854,-0.04139066258894597,0.9153446543481132,61,-0.011965579942262772,-0.02711250590138048,0.6400778775178945,20,0.3
47,129,44,27,1.49,2.77,14,1.33,-0.008583298818930496,-0.03258092160863868,0.6342031492435891,29,0.022302920409823068,-0.005413718447159099,4.203779833634,8,0.625
31,64,14,12,1.46,3.51,9,0.93,0.004677736429857804,-0.029470196771483992,1.1365240875218918,48,-0.019845519736404693,-0.029094167460803844,0.5968566057555882,25,0.16
30,128,28,17,1.96,1.66,12,1.02,-0.011028659799475427,-0.02952885263698235,0.5937355634730817,38,0.004457889665682613,-0.005382502203838624,1.2800706910542359,13,0.46153846153846156
30,131,44,20,0.87,2.09,18,1.25,-0.007955330875101807,-0.0319081195842954,0.7443759747384917,41,0.012197061520590857,-0.009076064484698665,1.7193643770934524,14,0.5
35,88,25,15,2.18,2.67,36,1.26,-0.0006627529766397577,-0.01973473719539587,0.9709306239951075,28,0.007734302066799037,-0.007844256305496233,1.8546968769769918,7,0.42857142857142855
30,91,20,24,2.42,3.09,16,1.74,-0.0066141683238666316,-0.025913814779658262,0.680794611670267,26,-0.015870854508620247,-0.020686458002115105,0.2913645117982065,11,0.09090909090909091
11,99,36,8,2.23,1.29,28,1.63,-0.006903209995396842,-0.021454317738374917,0.665330153070134,33,-0.00447641403321819,-0.014920065961131934,0.7518666248210946,13,0.38461538461538464
43,70,29,15,1.19,3.33,30,1.32,-0.007260708054756204,-0.036495486616299755,0.7655555322582084,37,-0.002934984903869342,-0.01896237050905991,0.8806176208773727,13,0.23076923076923078
28,116,39,19,1.67,2.83,20,0.84,-0.004598750540218521,-0.0197086358391948,0.7963173784812098,29,0.009970667479830109,-0.005369236099451058,1.728753037827874,10,0.4
32,94,8,20,2.16,1.45,24,1.76,-0.0008938986438785657,-0.01354639000741975,0.9671314134177278,44,-0.0009870373749063521,-0.015633439896243106,0.9407465549497769,12,0.4166666666666667
30,107,38,21,2.49,3.53,26,1.46,-0.00608742331858092,-0.02470961081302281,0.6131803034112008,19,-0.006103943466564399,-0.010414190686696578,0.5525945572832667,7,0.14285714285714285
37,107,12,12,1.92,3.03,17,0.82,-0.003503895995616624,-0.022441907015019025,0.8786158697866209,37,0.0020983281764006545,-0.01854798098341104,1.0956498281414786,14,0.2857142857142857
41,172,35,24,1.3,3.05,32,1.78,-0.009884566531902506,-0.030760905844190667,0.5222185523692248,24,0.00750968772794991,-0.0053859722707894075,1.6503898189885289,8,0.375
24,92,43,11,2.12,2.75,17,1.6,0.0005242977618256095,-0.0167808868042969,1.0362379673850584,24,0.002508971577020569,-0.007838879458601844,1.2819452021912328,6,0.3333333333333333
21,131,47,9,1.82,2.6,38,1.32,-0.0015006636647102445,-0.012542251452509645,0.9195313428003741,25,-0.00043193298418930937,-0.010458988926042578,0.9663022415281359,7,0.2857142857142857
41,184,41,18,0.87,1.47,25,1.02,-0.007833532265406506,-0.030554740539280423,0.7076303708552136,40,0.0034307969625728685,-0.009970317978795218,1.1819018749367995,16,0.5
34,112,21,25,2.4,1.78,28,1.48,-0.0027989589970937034,-0.023562901699700545,0.8529978651966957,29,-0.004531933532875065,-0.012911794066165272,0.7138780372591604,10,0.3
30,171,39,30,2.29,1.82,25,1.44,-0.0047206340514387435,-0.02707849448960087,0.7354374051882415,26,0.006259369540134729,-0.005222148996182674,1.6970980459659395,8,0.5
30,175,15,21,2.04,3.06,39,0.98,-0.011411106987129993,-0.04025580655047756,0.5936135223461676,34,-0.0011874495390620243,-0.01354388596360756,0.9468588932962676,12,0.25
31,200,32,29,1.72,2.95,9,0.93,-0.007243468367983619,-0.03726672014665,0.6882412848010817,29,0.011088523982510257,-0.005256184356100535,1.811916093539016,10,0.4
24,70,38,22,1.66,3.22,20,1.21,0.001741948318744635,-0.024536415621102647,1.0877733495091595,29,0.004166705850392027,-0.015854028668079834,1.2643095405653328,10,0.3
46,162,10,29,1.76,2.85,32,1.56,0.0004081220694254206,-0.018496933616189315,1.0252531705408865,28,-0.002551486511707113,-0.011458361051419952,0.8796358000273803,12,0.25
17,145,23,15,1.22,2.94,8,1.08,-0.02915338710185844,-0.07685274916535578,0.34675467603172944,49,-0.0006107900443869108,-0.01216294110478533,0.9850785360488884,18,0.2777777777777778
44,127,41,18,1.33,2.98,34,0.99,-0.010106759829006995,-0.031973920035467396,0.610991391205302,31,-0.010948455661786038,-0.018756394721330505,0.5326183517092514,12,0.16666666666666666
50,181,20,16,1.74,1.21,33,1.64,0.005257243753341134,-0.013952390019128735,1.303391994151413,39,0.0033255691509215257,-0.007884018805484061,1.2459827030786852,13,0.5384615384615384
21,54,41,28,1.43,1.98,38,1.11,-0.0042807088607490495,-0.02319449726245648,0.8519383056634254,42,-0.00017855722134429985,-0.016340466011543486,0.9950577097705835,14,0.35714285714285715
28,148,11,22,1.56,2.93,31,1.02,0.0016992579263190866,-0.023278441868354705,1.074644935327175,34,0.008385205115498007,-0.01333177494187443,1.523199934586293,11,0.36363636363636365
35,91,45,28,0.8,1.63,17,1.42,-0.011080852959169274,-0.03758325693496645,0.6963710161991459,52,-0.00029851007990178147,-0.013815842059190842,0.9877848378148325,14,0.42857142857142855
13,96,27,24,1.8,2.35,21,1.52,-0.005169274539879032,-0.028592219601150215,0.7868696417190942,33,0.0014628700992826982,-0.010501226084256077,1.0847272366304668,12,0.3333333333333333
46,145,11,9,1.82,2.65,26,1.3,-0.0004672655064508202,-0.021556688056966422,0.9830672811211593,31,-0.0014623328289824489,-0.009277734658374892,0.9236184753831325,11,0.2727272727272727
28,197,31,20,2.07,3.56,38,1.63,-0.0031837443100808382,-0.02157568727951753,0.8055228136893257,20,0.005941233399099577,-0.005296506316135319,1.6601495837051712,6,0.3333333333333333
28,141,40,25,1.43,1.35,35,1.54,0.002170517699600305,-0.010909120839862396,1.1281055875887087,34,0.007653175582917893,-0.005242962317384414,1.6686465480293668,12,0.5833333333333334
20,96,40,24,1.88,2.39,34,1.49,-0.004919147370417654,-0.030661637271943043,0.7782228772930111,30,0.008703263233018843,-0.00526627450357986,1.7685162144536846,9,0.4444444444444444
23,166,18,14,1.77,2.61,17,1.13,-0.0010544386620582324,-0.029614231580235018,0.9608217451263414,34,0.008801213498271121,-0.010686604827673807,1.4792220820371897,13,0.38461538461538464
22,148,37,29,1.26,2.44,26,1.06,-0.006500203182515318,-0.03170111510132323,0.7277927723350901,31,0.0017135617830768002,-0.010082046724806837,1.0970471170725387,12,0.3333333333333333
35,123,36,12,1.62,2.24,12,1.51,-0.01573543021003465,-0.04196170908347663,0.4255797407503135,33,0.007034187724660912,-0.005471827128840867,1.4396145361067514,12,0.4166666666666667
35,58,46,14,1.64,2.25,13,0.86,-0.0077483336962634874,-0.030885365067027215,0.7192594165784315,37,-0.006930605246806554,-0.013150844223457692,0.7311582241542794,15,0.26666666666666666
40,143,31,11,0.82,1.88,37,0.84,-0.0032181263981284625,-0.02074024350217374,0.8892844350463984,42,0.0005725373541451972,-0.00932173501403799,1.0300781600262308,15,0.4
16,53,17,23,1.43,2.23,32,1.58,0.002510658259979648,-0.02749890464335336,1.0858700880376047,47,-0.013771835624611817,-0.02375805737790393,0.5740045633838152,18,0.2222222222222222
18,84,43,18,0.91,3.38,28,1.33,-0.01628195828668577,-0.043816709357400785,0.5938222232753472,44,-0.000988633882937462,-0.008735046803396096,0.9601164475674856,12,0.25
42,68,13,22,0.84,2.79,27,0.93,-0.009211364172323155,-0.05756218721532469,0.819064231931912,62,-0.018626556183319765,-0.03864320942675814,0.5481213403015421,21,0.19047619047619047
16,188,33,19,2.14,2.7,28,1.06,-0.003315677585212007,-0.023859423422736614,0.8178877740278622,24,0.008006781115624584,-0.005287694689064648,1.8897695878904517,7,0.42857142857142855
12,126,33,12,1.76,2.31,32,1.75,-0.007814755676624374,-0.02641620755892038,0.679974165860245,32,0.0032905492150956395,-0.007951072592029651,1.2107684020105633,11,0.36363636363636365
21,157,11,17,0.95,2.84,40,1.32,-0.0030378217242092997,-0.04746402206604139,0.9327511420170445,55,0.010391436587718683,-0.01422365976462725,1.4307610051472197,16,0.375
43,90,48,14,2.0,2.5,13,1.03,-0.004990450149989889,-0.019273164564505785,0.7840789027954138,31,-0.0025985800892079913,-0.010356678765168104,0.8610646141526398,11,0.2727272727272727
43,127,17,28,1.04,2.79,9,0.9,-0.008405275832725323,-0.024788825234792977,0.7944393505228601,51,-0.014226318254701997,-0.023887226868858358,0.670044441674706,23,0.21739130434782608
25,156,46,29,1.29,3.09,17,1.78,-0.007765188519676891,-0.026099485253221144,0.6401899437459311,26,0.005445696965215241,-0.005396111404082138,1.396562035851215,9,0.3333333333333333
41,195,28,27,1.73,3.02,29,0.82,-0.006399268415756221,-0.026576648606730147,0.6820544508752999,25,0.005299100663391565,-0.007892908754901229,1.390326363097614,9,0.3333333333333333
49,147,29,27,2.28,1.77,35,1.57,-0.005745430518065531,-0.022085131915936085,0.6589122197313886,24,0.005845239956828507,-0.005217453034870534,1.6521055812849907,8,0.5
11,192,10,15,1.28,2.14,13,1.17,-0.006313081196802628,-0.027380734049931132,0.8693583622144607,67,0.0010691745413835552,-0.01651676365571708,1.032113332808719,25,0.36
32,140,26,12,2.44,1.69,17,0.89,-0.009606953344313496,-0.025753560238487516,0.5556261709084209,30,0.006347627428562985,-0.005259295485677162,1.5664901324808038,10,0.5
37,97,43,12,1.88,3.11,22,1.72,-0.0001875894324229188,-0.016015101178271096,0.9939791941277019,23,0.0017016274072130244,-0.010457657248324592,1.1552248934617086,7,0.2857142857142857
49,110,27,13,2.15,1.96,10,1.16,-0.012064811027934552,-0.037420159268704234,0.5334051211430842,34,-0.004263834626218599,-0.008389076843628107,0.7949076827639703,13,0.3076923076923077
36,169,47,13,1.04,1.68,15,1.69,-0.011419434694282637,-0.03204940997999006,0.5752751674103779,36,0.009903329299248753,-0.005522221157287954,1.5965689090276032,15,0.5333333333333333
46,69,37,13,2.45,3.26,16,1.6,-0.004040718431187362,-0.018613640172328583,0.7467334829653415,20,-0.004458008521958101,-0.007823807680470973,0.6095477205229485,6,0.16666666666666666
25,173,28,20,1.35,3.59,38,1.46,-0.005624657151211854,-0.029089768889777434,0.776755633123519,30,0.010868681400110658,-0.00545512380479396,1.9332568645519472,8,0.375
36,124,32,10,1.7,2.93,33,0.88,-0.00047930120621098027,-0.02194073391846363,0.9793202729142438,26,0.007010282316890715,-0.010561539559554967,1.6169127208139822,8,0.375
14,48,45,25,0.99,3.02,18,1.7,-0.008659193848272961,-0.03698165803500164,0.7544030651128781,43,-0.021413503742517936,-0.024790990598739904,0.4671491740097336,20,0.15
18,170,19,23,2.01,3.18,40,1.04,-0.0035861465385435,-0.02651722730483741,0.8316906444232111,27,0.0042003417230493945,-0.013062196389955982,1.269485475595808,10,0.3
